Intervalo de Datas: 01/03/2020 00:00:00 a 31/03/2020 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4930 - Av. João de Oliveira Remião defronte nro 702 - C/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOM4AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOM4BP,Faixa 2 direita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00:00 - 10:59:59,964.15,"1,000.96",958.45,"1,039.62",997.64,"1,106.63","1,321.78",958.96,"1,010.61",995.13,947.12,"1,007.27","1,063.64","1,334.96",854.96,979.81,"1,051.46",967.30,968.10,919.81,781.29,428.32,772.46,636.46,631.81,633.63,639.13,635.47,405.99,668.63,714.95,
11:00:00 - 11:59:59,"1,054.10","1,145.59","1,083.43","1,155.44","1,173.77","1,246.77","1,422.42","1,239.12","1,234.13","1,178.57","1,167.09","1,148.76","1,191.10","1,377.59","1,024.77","1,152.64","1,133.78","1,123.63","1,068.94",988.78,942.63,438.47,797.80,651.30,721.13,692.98,757.15,702.97,506.31,687.30,835.96,
12:00:00 - 12:59:59,943.28,"1,333.79","1,217.47","1,212.94","1,274.77","1,308.58","1,555.91","1,073.13","1,170.45","1,149.93","1,216.79","1,230.28","1,260.76","1,526.56",885.45,"1,192.96","1,100.29","1,042.79",951.61,"1,015.11",951.29,435.31,733.30,664.12,644.97,648.15,716.30,764.64,495.31,731.79,783.96,
13:00:00 - 13:59:59,835.97,"1,191.44","1,141.59","1,119.94","1,195.27","1,263.07","1,381.56",960.46,"1,206.76","1,199.24","1,107.08","1,108.59","1,284.55","1,378.91",791.31,"1,154.96","1,030.79","1,023.29",910.73,"1,041.77",914.10,448.98,771.96,677.13,688.80,678.13,722.47,657.60,424.81,739.62,835.95,
14:00:00 - 14:59:59,783.45,"1,266.11","1,208.61","1,289.09","1,227.73","1,397.57","1,414.91",882.11,"1,225.59","1,117.57","1,232.77","1,242.73","1,330.24","1,333.59",753.62,"1,178.93","1,161.57","1,165.62","1,136.77","1,250.90",807.61,447.81,875.26,723.45,728.26,752.94,839.43,717.98,375.97,796.27,853.41,
15:00:00 - 15:59:59,922.77,"1,367.75","1,409.72","1,373.38","1,451.93","1,494.52","1,545.90","1,024.26","1,282.23","1,379.57","1,444.90","1,379.06","1,564.55","1,361.96",958.28,"1,384.77","1,355.40","1,331.41","1,365.06","1,372.07",861.93,427.81,847.10,790.95,814.96,797.11,992.41,730.62,462.31,929.87,988.27,
16:00:00 - 16:59:59,"1,001.61","1,791.52","1,738.06","1,844.58","1,811.21","1,968.32","1,579.54","1,069.76","1,678.40","1,738.40","1,805.70","1,798.73","1,920.86","1,407.90","1,142.45","1,697.73","1,680.90","1,684.25","1,673.71","1,734.51",884.30,454.30,973.77,915.96,947.60,942.61,"1,150.24",728.76,500.47,"1,039.75","1,176.28",
17:00:00 - 17:59:59,"1,051.43","2,273.30","2,256.59","2,279.43","2,247.45","2,280.24","1,609.57","1,129.46","2,235.76","2,266.79","2,186.47","2,332.40","2,349.60","1,511.38","1,198.13","2,248.53","2,250.79","2,210.66","2,163.96","2,170.17",908.76,487.30,"1,246.40","1,128.74","1,169.60","1,228.75","1,312.35",669.27,547.46,"1,449.85","1,386.06",
18:00:00 - 18:59:59,"1,229.94","2,287.59","2,288.03","2,366.37","2,212.58","2,375.40","1,664.74","1,266.27","2,146.58","2,266.05","2,293.79","2,258.04","2,320.40","1,561.90","1,263.28","2,323.88","2,397.18","2,256.78","2,239.73","2,251.98",896.97,586.29,"1,323.71","1,168.38","1,166.08","1,135.75","1,347.25",806.77,643.13,"1,396.58","1,519.37",
19:00:00 - 19:59:59,"1,493.23","2,256.17","2,148.13","2,205.59","2,247.40","2,323.90","1,788.40","1,552.57","2,123.31","2,152.68","2,289.42","2,343.59","2,359.33","1,739.21","1,380.61","2,282.14","2,020.16","2,082.19","1,746.19","1,720.51",979.12,717.81,970.62,910.78,946.42,955.10,"1,090.26",869.26,786.63,981.93,"1,115.59",
20:00:00 - 20:59:59,"1,268.63","1,602.88","1,456.90","1,572.85","1,800.01","2,121.68","1,580.58","1,374.92","1,809.90","1,605.58","1,637.18","1,717.55","2,120.50","1,419.58","1,137.62","1,411.26","1,393.92","1,135.81","1,004.30","1,036.42",681.96,507.47,606.63,559.78,571.64,574.28,699.12,622.98,519.31,618.12,643.29,
21:00:00 - 21:59:59,954.28,955.12,"1,023.77","1,073.92","1,169.58","1,507.59","1,188.95","1,162.45","1,106.43","1,108.43","1,220.75","1,112.58","1,548.41","1,142.43",846.14,826.95,765.47,710.48,583.81,663.81,413.80,262.31,135.66,332.99,346.13,367.32,409.97,433.65,341.31,362.48,376.47,
22:00:00 - 22:59:59,714.12,"1,011.74","1,170.61","1,168.60","1,196.57","1,360.23",975.95,902.80,"1,166.92","1,212.43","1,237.23",978.93,"1,347.93","1,028.45",680.98,763.47,685.80,544.97,449.14,506.80,316.49,221.98,143.33,265.80,242.48,262.63,287.98,294.81,261.81,255.49,264.82,
23:00:00 - 23:59:59,534.14,571.30,652.46,614.13,726.80,903.10,830.96,601.13,645.65,637.30,641.79,670.61,880.77,775.48,438.98,451.10,419.80,374.47,344.64,355.13,250.98,170.65,164.65,150.31,169.31,185.49,249.66,249.49,188.98,193.98,224.31,
Total,"17,795.58","24,334.65","23,896.96","24,532.63","25,167.26","27,163.88","25,339.84","19,963.29","24,406.00","24,315.09","24,667.97","24,857.82","27,407.89","24,482.42","18,004.15","23,098.57","22,404.79","21,501.64","20,279.81","20,601.91","13,419.92","7,803.69","13,146.46","12,067.49","12,281.35","12,469.04","13,859.36","11,261.43","8,222.87","13,601.33","14,498.64",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4936 - Av. Bento Gonçalves defronte 9535 - B/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN1EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN1FP,Faixa 2 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN1GP,Faixa 3 direita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
00:00:00 - 00:59:59,448.41,273.93,200.26,212.76,221.75,251.43,443.19,552.55,266.08,217.43,192.75,215.10,298.87,421.53,570.06,279.58,163.62,185.75,171.60,149.10,178.93,154.43,97.95,87.78,83.46,94.46,86.28,133.76,152.41,117.13,118.45,
01:00:00 - 01:59:59,291.78,148.79,128.63,114.79,125.96,116.80,347.01,381.43,155.29,113.14,105.47,109.62,178.44,302.37,399.26,132.77,78.80,89.15,77.81,90.65,99.29,100.96,53.48,31.15,55.14,62.82,54.80,78.80,84.78,68.14,53.30,
02:00:00 - 02:59:59,216.43,94.45,65.64,60.32,70.64,75.66,232.51,289.44,104.65,47.15,64.80,65.14,89.97,218.78,288.59,81.97,43.32,56.82,36.31,58.81,61.80,59.65,33.98,32.66,27.97,46.65,53.48,62.31,71.81,38.32,35.66,
03:00:00 - 03:59:59,172.80,78.99,49.14,47.16,54.32,66.99,168.62,226.12,91.14,55.98,49.98,68.82,74.47,135.14,229.78,72.97,47.16,53.66,46.16,52.32,45.30,50.48,42.14,27.81,22.49,37.49,35.15,41.98,44.31,51.47,31.14,
04:00:00 - 04:59:59,171.45,150.44,104.11,118.11,126.45,123.78,185.63,199.61,156.29,105.46,131.45,127.28,133.63,159.11,225.92,152.29,106.63,102.79,85.78,89.80,90.28,53.49,94.79,64.62,64.12,68.61,69.29,81.97,61.64,77.79,83.27,
05:00:00 - 05:59:59,232.59,692.61,665.10,703.91,675.39,660.07,413.84,334.07,717.37,693.37,685.37,669.53,660.70,416.99,312.74,733.10,622.23,655.42,559.62,540.71,299.69,159.41,401.98,332.33,335.49,312.17,287.82,224.85,135.63,317.65,308.32,
06:00:00 - 06:59:59,664.45,"2,261.32","2,303.33","2,326.85","2,341.20","2,295.25","1,165.43",777.42,"2,263.34","2,261.61","2,299.80","2,330.39","2,309.52","1,111.08",679.31,"2,229.69","2,269.64","2,173.00","2,245.66","2,061.57",848.02,545.67,"1,483.74","1,219.39","1,154.83","1,157.13","1,139.00",723.01,495.41,"1,291.62","1,218.73",
07:00:00 - 07:59:59,572.71,"1,728.99","1,658.02","1,784.51","1,542.20","1,659.92","1,592.25",714.58,"1,760.20","1,572.81","1,725.75","1,680.70","1,669.94","1,491.30",523.90,"1,571.31","1,796.77","1,885.10","1,851.66","1,954.54",942.49,384.46,"1,612.10","1,279.03","1,267.06","1,273.92","1,324.08",669.08,360.97,"1,488.16","1,484.07",
08:00:00 - 08:59:59,610.67,"1,967.11","1,961.79","1,930.43","1,931.94","1,907.90","1,712.14",700.77,"1,728.02","1,870.99","1,828.14","1,833.39","1,872.69","1,651.59",633.17,"1,753.27","1,702.50","1,586.50","1,580.96","1,580.25",837.57,302.24,"1,137.02",963.98,996.40,991.06,"1,076.58",634.53,284.58,"1,130.40","1,192.67",
09:00:00 - 09:59:59,743.76,"2,020.43","1,834.74","1,850.18","1,877.45","1,924.90","1,575.01",821.89,"1,962.84","1,921.16","1,681.96","1,818.04","1,788.51","1,427.51",748.80,"1,812.32","1,689.66","1,474.49","1,413.11","1,363.78",829.20,352.04,943.29,827.59,858.51,769.32,818.25,650.77,326.71,904.54,930.37,
10:00:00 - 10:59:59,971.08,"1,532.10","1,382.30","1,393.55","1,416.74","1,484.66","1,437.16","1,036.85","1,424.45","1,473.28","1,432.27","1,461.08","1,386.74","1,328.98",866.21,"1,485.14","1,356.48","1,244.67","1,184.63","1,118.12",839.90,435.47,818.85,740.05,709.89,778.21,841.83,670.14,443.91,842.54,911.50,
11:00:00 - 11:59:59,"1,126.82","1,306.15","1,310.85","1,343.34","1,256.28","1,358.52","1,380.87","1,197.44","1,452.99","1,354.44","1,305.74","1,313.29","1,365.81","1,333.70","1,078.83","1,279.99","1,257.52","1,262.94","1,104.46","1,044.39",893.52,485.92,820.77,671.76,711.26,711.06,724.93,667.62,457.78,839.68,815.86,
12:00:00 - 12:59:59,"1,078.23","1,539.35","1,497.50","1,479.05","1,508.85","1,497.84","1,382.68","1,208.71","1,478.46","1,464.02","1,449.86","1,482.44","1,505.84","1,301.37",996.44,"1,412.54","1,340.70","1,211.32","1,108.89","1,071.88",800.78,509.24,815.06,707.29,752.25,722.98,823.26,669.69,485.13,791.24,844.61,
13:00:00 - 13:59:59,989.60,"1,688.46","1,716.12","1,628.24","1,766.03","1,633.59","1,355.40","1,013.72","1,725.66","1,735.72","1,685.80","1,694.87","1,650.64","1,236.38",913.21,"1,636.72","1,459.13","1,328.38","1,173.32","1,134.11",799.78,420.64,818.25,728.11,739.60,799.93,818.41,568.09,413.46,800.91,897.23,
14:00:00 - 14:59:59,"1,129.04","1,479.11","1,427.44","1,402.85","1,516.36","1,477.18","1,388.24","1,152.99","1,448.63","1,466.44","1,419.29","1,374.87","1,365.50","1,263.17","1,031.87","1,439.55","1,337.53","1,266.25","1,248.82","1,190.51",790.47,410.13,840.65,722.60,730.17,747.68,880.61,649.21,471.47,864.61,946.60,
15:00:00 - 15:59:59,"1,324.62","1,250.10","1,309.02","1,301.56","1,293.58","1,356.89","1,462.89","1,368.72","1,328.72","1,303.56","1,281.20","1,316.58","1,336.04","1,299.57","1,309.10","1,326.34","1,210.74","1,252.41","1,119.55","1,161.79",834.03,540.96,795.22,717.53,811.49,763.64,861.71,674.70,500.49,885.73,891.99,
16:00:00 - 16:59:59,"1,502.17","1,361.75","1,332.06","1,377.61","1,358.76","1,436.86","1,563.40","1,650.13","1,266.92","1,356.40","1,391.20","1,409.21","1,392.54","1,288.98","1,623.90","1,284.25","1,232.43","1,210.99","1,236.07","1,248.40",848.68,567.27,861.95,763.37,786.17,814.01,911.12,723.88,623.55,908.82,976.90,
17:00:00 - 17:59:59,"1,729.92","1,606.91","1,723.15","1,693.72","1,695.21","1,713.13","1,671.52","1,756.15","1,657.53","1,779.40","1,719.69","1,746.84","1,739.50","1,468.30","1,751.45","1,542.74","1,468.39","1,410.58","1,304.29","1,431.58",949.26,721.32,945.03,885.32,869.74,871.04,"1,110.67",871.20,762.52,968.65,"1,061.99",
18:00:00 - 18:59:59,"1,902.90","1,603.46","1,623.03","1,550.60","1,660.88","1,632.63","1,876.29","2,093.86","1,695.35","1,599.52","1,651.00","1,631.69","1,660.88","1,824.57","1,902.08","1,446.31","1,368.51","1,291.21","1,347.83","1,351.88","1,151.66",931.57,"1,005.93",893.72,970.39,958.20,"1,140.18","1,028.64","1,102.25","1,073.21","1,156.52",
19:00:00 - 19:59:59,"1,690.74","1,281.65","1,096.80","1,233.03","1,306.07","1,369.22","1,725.70","1,757.35","1,167.25","1,204.01","1,267.18","1,229.08","1,291.63","1,741.98","1,566.34","1,053.73","1,014.45",976.15,996.46,"1,021.20",792.24,702.16,704.84,659.48,666.34,641.38,805.31,765.23,809.53,715.54,776.03,
20:00:00 - 20:59:59,"1,352.67",940.11,868.78,902.61,"1,024.21","1,272.32","1,430.34","1,572.86","1,009.02",929.70,948.42,948.28,"1,194.17","1,474.51","1,246.12",763.98,795.26,754.63,688.95,766.10,564.12,477.51,447.46,420.48,462.27,454.30,549.45,588.76,559.65,481.63,515.31,
21:00:00 - 21:59:59,"1,103.11",742.88,701.05,764.45,801.41,"1,098.19","1,094.04","1,236.26",779.70,725.42,787.26,690.80,"1,047.86","1,105.75","1,014.80",615.99,638.28,557.33,533.69,521.78,384.68,320.05,285.51,275.69,303.00,348.14,384.15,419.46,395.54,337.86,394.49,
22:00:00 - 22:59:59,835.45,615.80,552.32,643.80,667.63,856.11,879.80,881.99,614.62,612.15,713.23,538.18,828.39,872.75,854.49,471.36,498.35,404.37,372.85,433.66,329.38,260.92,114.42,244.39,245.39,249.72,294.02,305.49,285.90,248.34,263.72,
23:00:00 - 23:59:59,503.03,394.04,397.74,396.68,418.92,643.16,709.18,511.26,367.22,387.03,413.70,458.20,595.19,737.69,536.74,307.10,260.91,279.57,251.78,247.90,223.42,150.77,160.76,132.94,154.94,156.27,189.06,238.56,177.76,153.58,164.28,
Total,"21,364.43","26,758.93","25,908.92","26,260.11","26,658.23","27,913.00","27,193.14","23,436.17","26,621.74","26,250.19","26,231.31","26,213.42","27,437.47","25,613.10","21,303.11","24,885.01","23,759.01","22,713.48","21,740.26","21,684.83","14,434.49","9,096.76","15,335.17","13,429.07","13,778.37","13,830.19","15,279.44","12,141.73","9,507.19","15,397.56","16,073.01",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4937 - Av. Bento Gonçalves 8083 - C/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN2AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN2BP,Faixa 2 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN2CP,Faixa 3 direita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
00:00:00 - 00:59:59,875.98,487.18,519.32,651.26,595.48,702.94,"1,059.54","1,081.11",602.04,564.36,560.00,637.13,868.62,924.89,"1,031.14",465.88,440.83,397.61,355.54,368.37,375.19,299.88,155.07,179.74,195.92,202.59,216.07,253.70,281.88,183.09,222.72,
01:00:00 - 01:59:59,653.26,305.62,275.91,311.10,328.09,384.43,666.74,733.35,352.09,308.77,293.28,342.75,568.25,583.32,772.23,228.62,249.78,239.12,186.60,192.78,223.93,137.93,94.97,128.79,153.96,136.46,151.28,192.77,191.77,125.96,143.96,
02:00:00 - 02:59:59,433.74,150.63,151.48,176.96,179.46,222.94,462.89,557.75,164.64,171.79,179.62,181.45,296.77,400.60,520.75,120.13,143.64,167.47,127.63,107.97,123.99,106.80,55.66,74.48,56.48,80.49,71.98,107.80,123.47,78.65,75.15,
03:00:00 - 03:59:59,333.44,106.49,67.81,117.45,129.32,121.97,286.12,439.76,101.32,83.99,95.14,119.15,135.13,277.44,467.10,77.82,77.48,84.81,73.98,64.98,82.48,83.65,36.16,29.82,33.99,54.33,54.82,75.98,59.49,38.49,68.49,
04:00:00 - 04:59:59,275.78,149.99,145.65,138.48,159.97,174.47,294.30,400.28,138.66,145.48,147.48,168.64,163.31,275.79,415.79,128.15,133.49,140.30,119.31,124.31,112.15,62.49,72.31,71.49,75.16,84.48,84.32,86.83,71.16,62.83,64.99,
05:00:00 - 05:59:59,338.61,329.47,293.47,300.98,365.45,326.29,397.94,430.79,351.63,294.15,323.16,324.30,329.45,390.78,387.78,308.32,285.32,307.64,286.32,255.31,174.31,115.65,232.82,188.65,175.64,156.65,171.97,146.31,120.15,203.80,182.12,
06:00:00 - 06:59:59,507.23,798.70,716.87,763.20,804.51,787.68,690.20,546.08,834.87,751.55,769.71,798.19,812.54,680.54,581.06,790.24,708.36,711.89,598.35,638.03,440.57,303.40,565.89,532.72,505.20,455.77,453.58,393.07,267.59,488.71,476.05,
07:00:00 - 07:59:59,865.78,"1,924.51","1,908.19","1,800.26","1,967.29","1,899.09","1,231.34",937.21,"2,014.66","1,963.80","1,963.64","1,905.57","1,907.34","1,294.65",890.77,"1,698.08","1,687.05","1,497.96","1,405.83","1,390.19",930.90,611.43,718.67,"1,040.69","1,033.43","1,042.66","1,038.70",802.40,603.45,"1,116.99","1,102.17",
08:00:00 - 08:59:59,751.23,"1,699.79","1,730.92","1,811.90","1,939.12","1,912.57","1,422.98","1,001.49","1,935.43","1,955.42","2,117.37","2,024.09","1,984.26","1,549.84",788.86,"1,535.64","1,547.29","1,480.82","1,402.62","1,364.10",919.03,425.42,"1,044.82",958.15,928.66,923.36,947.31,772.72,378.44,"1,057.22","1,039.31",
09:00:00 - 09:59:59,901.05,"1,547.10","1,547.80","1,541.00","1,654.44","1,622.80","1,609.43","1,135.36","1,633.10","1,629.65","1,711.41","1,689.45","1,700.44","1,728.56",984.88,"1,547.86","1,518.62","1,368.83","1,283.59","1,347.25",985.02,457.42,"1,042.47",841.03,870.36,877.21,952.66,819.04,419.59,976.48,975.52,
10:00:00 - 10:59:59,"1,296.34","1,673.27","1,601.98","1,724.37","1,743.77","1,806.89","1,981.49","1,486.60","1,747.55","1,824.44","1,722.62","1,801.80","1,836.60","1,931.78","1,165.20","1,546.71","1,627.91","1,453.00","1,448.41","1,456.43","1,196.30",558.73,"1,230.42","1,008.31","1,022.84","1,024.99","1,014.48",959.55,566.10,"1,040.29","1,148.17",
11:00:00 - 11:59:59,"1,568.96","1,772.29","1,772.57","1,754.01","1,771.87","1,925.63","2,118.11","1,874.25","1,935.36","1,831.54","1,841.32","1,854.19","1,865.85","1,974.70","1,517.16","1,737.66","1,760.86","1,676.98","1,628.42","1,519.34","1,435.44",677.20,"1,232.40",979.28,"1,072.80","1,100.28","1,169.96","1,057.61",691.05,"1,116.10","1,280.91",
12:00:00 - 12:59:59,"1,465.12","2,021.80","1,901.66","1,874.15","2,059.46","2,050.13","2,298.58","1,631.46","1,971.67","1,959.80","1,977.49","1,964.34","1,984.31","2,345.43","1,327.12","1,870.18","1,680.03","1,513.96","1,470.05","1,505.24","1,466.99",668.22,"1,212.05","1,074.07","1,055.27","1,053.99","1,173.89","1,140.92",712.53,"1,106.40","1,178.74",
13:00:00 - 13:59:59,"1,222.97","1,828.18","1,836.66","1,860.36","1,882.37","2,009.78","2,121.01","1,359.66","1,990.13","2,025.42","1,949.34","1,843.65","2,090.52","2,000.29","1,115.51","1,731.47","1,623.41","1,506.30","1,466.66","1,576.75","1,285.70",607.84,"1,177.18","1,018.23","1,064.77","1,036.05","1,121.84","1,025.57",651.85,"1,191.23","1,214.71",
14:00:00 - 14:59:59,"1,224.60","1,890.83","1,856.66","1,984.05","1,904.26","2,076.79","2,106.26","1,308.44","1,930.86","1,788.05","1,943.77","1,863.43","2,066.13","1,973.02","1,117.33","1,873.18","1,798.43","1,748.36","1,643.78","1,818.26","1,276.79",587.63,"1,327.77","1,057.53","1,182.54","1,170.15","1,318.16","1,015.24",554.85,"1,233.95","1,315.24",
15:00:00 - 15:59:59,"1,313.08","2,022.26","2,115.49","2,073.63","2,125.69","2,204.36","2,305.04","1,449.98","2,018.99","2,163.71","2,206.13","2,128.02","2,313.59","1,974.96","1,372.59","2,111.46","2,017.52","2,100.04","2,027.93","2,014.88","1,229.68",602.15,"1,349.70","1,240.09","1,286.93","1,262.62","1,551.66","1,020.56",636.48,"1,431.21","1,485.55",
16:00:00 - 16:59:59,"1,412.45","2,554.47","2,480.44","2,590.94","2,615.81","2,765.67","2,293.64","1,525.47","2,444.48","2,468.16","2,505.26","2,590.53","2,691.82","2,125.82","1,535.16","2,435.52","2,479.89","2,456.61","2,362.81","2,513.13","1,253.94",646.49,"1,499.42","1,375.61","1,424.33","1,478.84","1,732.60","1,069.61",677.51,"1,587.58","1,747.76",
17:00:00 - 17:59:59,"1,588.43","3,064.41","2,995.63","2,864.45","2,992.56","2,726.72","2,390.01","1,587.80","3,001.47","3,084.19","2,949.08","3,053.15","3,030.48","2,123.79","1,706.46","3,140.04","3,007.57","3,057.04","2,968.10","3,006.03","1,311.24",688.17,"1,871.00","1,702.58","1,718.20","1,817.62","1,977.05","1,032.09",734.56,"2,041.15","1,999.52",
18:00:00 - 18:59:59,"1,744.76","3,205.98","3,231.84","3,156.56","3,236.26","3,226.29","2,394.82","1,787.57","2,625.79","3,289.87","2,739.81","3,037.71","3,209.64","2,202.66","1,744.64","3,310.94","3,327.49","3,222.00","3,163.85","3,144.04","1,282.38",843.64,"1,889.37","1,667.22","1,728.91","1,729.25","1,895.72","1,124.28",883.12,"2,015.30","2,183.48",
19:00:00 - 19:59:59,"2,082.21","3,319.83","3,152.90","3,216.42","3,251.19","3,222.82","2,568.80","2,212.36","2,491.68","3,134.30","3,045.45","2,991.01","2,879.04","2,418.94","1,988.26","3,292.32","2,875.08","2,944.28","2,382.83","2,369.80","1,360.69","1,022.09","1,372.62","1,316.20","1,315.24","1,377.84","1,504.96","1,268.89","1,103.78","1,493.12","1,633.65",
20:00:00 - 20:59:59,"1,861.44","2,240.27","2,027.35","2,234.08","2,517.98","2,549.31","2,134.54","1,928.10","2,343.21","2,327.22","2,397.09","2,318.96","2,441.99","2,023.32","1,582.61","1,911.69","2,015.46","1,605.20","1,394.36","1,415.86",936.31,688.00,814.97,802.45,776.11,869.33,"1,010.56",950.65,735.31,900.31,959.76,
21:00:00 - 21:59:59,"1,452.78","1,413.33","1,524.80","1,623.14","1,747.68","1,978.30","1,702.95","1,671.10","1,672.19","1,703.45","1,768.82","1,615.63","2,065.22","1,572.83","1,263.97","1,239.57","1,117.74",979.46,854.42,942.93,589.48,377.74,213.95,490.71,498.71,555.38,597.35,593.66,456.86,540.34,573.98,
22:00:00 - 22:59:59,"1,084.94","1,440.05","1,642.73","1,740.79","1,750.25","2,008.41","1,587.89","1,306.47","1,714.47","1,728.61","1,823.42","1,351.95","1,910.16","1,458.12","1,020.31","1,162.36","1,003.59",761.93,662.13,738.21,507.17,304.27,217.58,359.24,377.68,404.47,462.17,431.67,357.05,399.19,434.48,
23:00:00 - 23:59:59,779.80,840.80,956.03,948.88,"1,108.18","1,330.31","1,222.09",920.15,898.32,984.04,994.21,"1,023.92","1,291.67","1,226.93",656.81,672.71,633.45,565.98,482.18,516.28,383.34,236.56,255.53,255.72,276.23,290.02,387.99,367.33,276.74,290.71,332.67,
Total,"26,033.98","36,787.25","36,454.16","37,258.42","38,830.46","40,036.59","37,346.71","29,312.59","36,914.61","38,181.76","38,024.62","37,629.01","40,443.13","35,459.00","25,953.49","34,936.55","33,760.29","31,987.59","29,795.70","30,390.47","19,883.02","11,112.80","19,682.80","18,392.80","18,829.36","19,184.83","21,061.08","16,708.25","11,554.78","20,719.10","21,839.10",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4938 - Av. Bento Gonçalves defronte 8083 - B/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN2EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN2FP,Faixa 2 central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN2GP,Faixa 3 direita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
00:00:00 - 00:59:59,628.97,341.31,334.31,373.14,380.98,438.31,714.78,806.13,369.15,347.98,343.13,401.63,487.46,632.79,838.44,327.15,299.14,299.80,276.81,276.65,286.98,269.82,132.16,173.16,163.32,155.82,166.16,198.98,252.48,153.49,207.49,
01:00:00 - 01:59:59,440.65,195.98,180.83,199.48,191.15,224.49,482.95,550.97,226.66,191.66,183.83,186.99,275.15,394.81,559.64,179.83,126.99,184.83,126.66,157.82,157.16,152.16,77.66,61.66,93.82,110.33,93.82,128.32,150.82,88.16,113.83,
02:00:00 - 02:59:59,314.15,143.66,108.99,113.16,97.33,116.16,295.95,458.80,126.00,93.32,109.16,87.83,144.99,295.83,407.97,95.33,94.50,99.99,71.16,98.16,114.33,84.00,46.33,59.99,59.99,64.82,76.33,94.32,106.83,49.33,54.83,
03:00:00 - 03:59:59,246.49,113.82,82.16,91.66,101.83,118.66,228.32,320.82,130.65,87.66,98.00,113.99,130.98,208.82,343.46,110.33,83.00,89.66,72.49,75.66,88.32,67.16,64.99,50.33,55.50,70.99,51.50,79.16,66.33,69.16,61.00,
04:00:00 - 04:59:59,233.65,218.98,149.65,177.48,190.32,199.81,269.50,316.98,219.99,174.98,190.49,177.32,202.98,273.32,341.98,201.65,161.49,164.33,134.81,133.49,109.66,80.83,143.65,94.99,99.16,81.65,106.66,122.99,67.33,115.82,112.48,
05:00:00 - 05:59:59,336.30,806.24,763.42,791.76,760.61,810.10,561.93,467.80,806.60,816.09,761.42,760.08,770.38,532.12,435.77,850.75,719.08,729.42,625.75,601.25,353.30,189.30,486.94,408.45,392.12,381.97,372.95,273.94,170.65,392.77,373.79,
