data,equipamento,endereco,horario,volume
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,114.33
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,114.66
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,106.83
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,58.50
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,63.49
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,89.83
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,77.50
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,93.99
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,114.33
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,139.99
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,71.83
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,75.00
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,77.83
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,71.33
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,79.83
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,122.32
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,162.66
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,01:00:00 - 01:59:59,73.00
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,69.33
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,62.83
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,86.50
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,34.83
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,29.50
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,39.83
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,40.50
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,43.50
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,67.16
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,78.00
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,52.33
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,51.00
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,49.83
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,41.50
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,51.00
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,62.00
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,117.83
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,02:00:00 - 02:59:59,35.83
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,61.00
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,52.00
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,58.50
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,16.00
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,27.33
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,26.50
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,31.83
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,29.83
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,68.66
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,62.00
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,27.83
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,25.33
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,28.50
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,27.50
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,23.50
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,49.00
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,60.00
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,03:00:00 - 03:59:59,23.00
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,34.33
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,38.83
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,32.50
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,37.83
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,54.50
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,37.00
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,45.50
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,44.33
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,62.00
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,46.83
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,49.00
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,53.33
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,42.66
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,55.00
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,41.00
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,53.33
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,45.33
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,04:00:00 - 04:59:59,33.33
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,81.33
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,71.00
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,77.33
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,112.00
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,118.00
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,137.00
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,119.66
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,122.83
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,79.99
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,67.50
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,89.00
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,130.83
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,114.33
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,97.50
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,101.99
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,92.33
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,92.50
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,05:00:00 - 05:59:59,126.83
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,192.99
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,200.98
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,158.99
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,300.82
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,323.49
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,310.31
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,271.99
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,259.33
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,218.48
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,123.33
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,211.83
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,339.99
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,302.16
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,252.82
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,238.32
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,199.00
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,148.82
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,06:00:00 - 06:59:59,214.82
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,364.31
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,414.32
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,302.81
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,571.81
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,566.97
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,505.98
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,547.13
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,506.46
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,435.32
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,264.99
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,426.96
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,540.48
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,464.79
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,487.98
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,473.47
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,414.65
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,300.32
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,07:00:00 - 07:59:59,586.13
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,411.15
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,446.30
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,268.66
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,581.96
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,669.31
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,522.98
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,540.82
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,517.99
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,500.81
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,241.15
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,447.98
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,673.16
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,490.27
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,496.97
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,526.65
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,491.66
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,266.49
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,08:00:00 - 08:59:59,635.98
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,413.15
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,430.61
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,336.48
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,637.46
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,678.30
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,658.32
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,570.65
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,617.98
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,595.15
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,549.66
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,569.48
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,640.31
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,501.59
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,582.48
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,525.30
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,548.31
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,318.49
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,09:00:00 - 09:59:59,633.14
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,543.80
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,648.14
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,411.49
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,666.32
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,669.14
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,604.65
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,551.63
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,617.65
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,700.80
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,972.32
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,661.47
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,672.81
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,637.47
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,584.31
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,677.65
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,638.46
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,554.49
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,10:00:00 - 10:59:59,594.96
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,648.97
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,782.95
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,521.97
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,725.81
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,717.31
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,588.80
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,575.49
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,647.98
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,800.46
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,"1,159.64"
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,711.79
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,726.14
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,713.99
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,721.15
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,643.81
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,737.14
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,571.81
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,11:00:00 - 11:59:59,763.80
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,570.65
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,756.44
2020-05-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,492.66
2020-05-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,677.47
2020-05-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,761.29
2020-05-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,614.48
2020-05-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,637.48
2020-05-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,732.63
2020-05-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,887.13
2020-05-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,962.63
2020-05-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,687.79
2020-05-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,722.33
2020-05-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,663.65
2020-05-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,668.14
2020-05-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,701.32
2020-05-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,879.14
2020-05-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,538.97
2020-05-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,12:00:00 - 12:59:59,724.65
2020-05-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,13:00:00 - 13:59:59,556.98
2020-05-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,13:00:00 - 13:59:59,706.30
