date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-06-24,RS,Gravataí,city,272,9,True,281519,4309209,96.6187,0.0331
2020-06-24,RS,Guabiju,city,1,0,True,1503,4309258,66.5336,0.0
2020-06-24,RS,Guaíba,city,97,7,True,98143,4309308,98.83537,0.0722
2020-06-24,RS,Guaporé,city,100,0,True,25727,4309407,388.6967,0.0
2020-06-24,RS,Guarani das Missões,city,1,1,True,7537,4309506,13.26788,1.0
2020-06-24,RS,Harmonia,city,12,0,True,4866,4309555,246.60912,0.0
2020-06-24,RS,Horizontina,city,17,1,True,19329,4309605,87.95075,0.0588
2020-06-24,RS,Hulha Negra,city,3,1,True,6776,4309654,44.27391,0.3333
2020-06-24,RS,Humaitá,city,7,0,True,4762,4309704,146.99706,0.0
2020-06-24,RS,Ibiaçá,city,9,0,True,4709,4309803,191.12338,0.0
2020-06-24,RS,Ibiraiaras,city,2,0,True,7262,4309902,27.54062,0.0
2020-06-24,RS,Ibirapuitã,city,27,2,True,4013,4309951,672.81336,0.0741
2020-06-24,RS,Ibirubá,city,48,2,True,20350,4310009,235.87224,0.0417
2020-06-24,RS,Igrejinha,city,9,0,True,36899,4310108,24.3909,0.0
2020-06-24,RS,Ijuí,city,112,1,True,83475,4310207,134.17191,0.0089
2020-06-24,RS,Imbé,city,23,0,True,22800,4310330,100.87719,0.0
2020-06-24,RS,Imigrante,city,10,0,True,3120,4310363,320.51282,0.0
2020-06-24,RS,Independência,city,1,0,True,6167,4310405,16.21534,0.0
2020-06-24,RS,Inhacorá,city,2,0,True,2226,4310413,89.84726,0.0
2020-06-24,RS,Ipê,city,1,0,True,6640,4310439,15.06024,0.0
2020-06-24,RS,Iraí,city,7,0,True,7241,4310504,96.67173,0.0
2020-06-24,RS,Itaara,city,7,1,True,5499,4310538,127.29587,0.1429
2020-06-24,RS,Itacurubi,city,18,2,True,3465,4310553,519.48052,0.1111
2020-06-24,RS,Itaqui,city,6,0,True,37620,4310603,15.94896,0.0
2020-06-24,RS,Itati,city,5,0,True,2419,4310652,206.69698,0.0
2020-06-24,RS,Itatiba do Sul,city,9,0,True,3324,4310702,270.75812,0.0
2020-06-24,RS,Ivoti,city,38,1,True,24293,4310801,156.42366,0.0263
2020-06-24,RS,Jaboticaba,city,2,0,True,3810,4310850,52.49344,0.0
2020-06-24,RS,Jacutinga,city,5,0,True,3561,4310900,140.41,0.0
2020-06-24,RS,Jaguarão,city,1,0,True,26680,4311007,3.74813,0.0
2020-06-24,RS,Jaguari,city,19,4,True,10848,4311106,175.14749,0.2105
2020-06-24,RS,Jaquirana,city,2,0,True,3716,4311122,53.82131,0.0
2020-06-24,RS,Jóia,city,1,0,True,8560,4311155,11.68224,0.0
2020-06-24,RS,Júlio de Castilhos,city,15,0,True,19293,4311205,77.74841,0.0
2020-06-24,RS,Lagoão,city,0,0,True,6452,4311254,,0.0
2020-06-24,RS,Lagoa Vermelha,city,37,1,True,27807,4311304,133.06002,0.027
2020-06-24,RS,Lajeado,city,1585,21,True,84014,4311403,1886.59033,0.0132
2020-06-24,RS,Lajeado do Bugre,city,3,0,True,2564,4311429,117.00468,0.0
2020-06-24,RS,Lavras do Sul,city,23,0,True,7480,4311502,307.48663,0.0
2020-06-24,RS,Liberato Salzano,city,1,0,True,5219,4311601,19.16076,0.0
2020-06-24,RS,Lindolfo Collor,city,1,1,True,6054,4311627,16.518,1.0
2020-06-24,RS,Machadinho,city,6,0,True,5445,4311700,110.19284,0.0
2020-06-24,RS,Manoel Viana,city,3,1,True,7299,4311759,41.10152,0.3333
2020-06-24,RS,Maquiné,city,17,0,True,6714,4311775,253.20226,0.0
2020-06-24,RS,Maratá,city,8,0,True,2691,4311791,297.28725,0.0
2020-06-24,RS,Marau,city,536,9,True,44161,4311809,1213.74063,0.0168
2020-06-24,RS,Marcelino Ramos,city,13,0,True,4402,4311908,295.32031,0.0
2020-06-24,RS,Mariana Pimentel,city,4,2,True,3885,4311981,102.9601,0.5
2020-06-24,RS,Mariano Moro,city,18,0,True,2031,4312005,886.26292,0.0
2020-06-24,RS,Marques de Souza,city,8,0,True,4009,4312054,199.55101,0.0
2020-06-24,RS,Mato Castelhano,city,3,1,True,2540,4312138,118.11024,0.3333
2020-06-24,RS,Mato Leitão,city,10,0,True,4515,4312153,221.48394,0.0
2020-06-24,RS,Maximiliano de Almeida,city,4,0,True,4377,4312203,91.38679,0.0
2020-06-24,RS,Minas do Leão,city,13,0,True,8075,4312252,160.99071,0.0
2020-06-24,RS,Miraguaí,city,1,0,True,4925,4312302,20.30457,0.0
2020-06-24,RS,Montauri,city,7,0,True,1453,4312351,481.76187,0.0
2020-06-24,RS,Monte Alegre dos Campos,city,1,0,True,3226,4312377,30.99814,0.0
2020-06-24,RS,Monte Belo do Sul,city,8,1,True,2548,4312385,313.97174,0.125
2020-06-24,RS,Montenegro,city,122,1,True,65264,4312401,186.93307,0.0082
2020-06-24,RS,Mormaço,city,3,0,True,3085,4312427,97.24473,0.0
2020-06-24,RS,Morrinhos do Sul,city,5,0,True,2949,4312443,169.549,0.0
2020-06-24,RS,Morro Reuter,city,9,0,True,6407,4312476,140.47136,0.0
2020-06-24,RS,Mostardas,city,1,0,True,12804,4312500,7.81006,0.0
2020-06-24,RS,Muçum,city,23,0,True,4954,4312609,464.2713,0.0
2020-06-24,RS,Muliterno,city,5,0,True,1893,4312625,264.13101,0.0
2020-06-24,RS,Não-Me-Toque,city,41,1,True,17624,4312658,232.63731,0.0244
2020-06-24,RS,Nicolau Vergueiro,city,2,0,True,1682,4312674,118.90606,0.0
