2020-02-01,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,382.94
2020-02-02,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,382.29
2020-02-03,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,286.97
2020-02-04,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,241.47
2020-02-05,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,261.29
2020-02-06,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,262.96
2020-02-07,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,305.15
2020-02-08,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,417.13
2020-02-09,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,398.81
2020-02-10,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,271.65
2020-02-11,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,254.14
2020-02-12,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,260.48
2020-02-13,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,211.12
2020-02-14,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,307.15
2020-02-15,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,356.64
2020-02-16,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,423.80
2020-02-17,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,291.81
2020-02-18,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,225.98
2020-02-19,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,259.14
2020-02-20,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,283.31
2020-02-21,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,321.47
2020-02-22,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,293.31
2020-02-23,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,303.15
2020-02-24,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,190.82
2020-02-25,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,229.15
2020-02-26,EPTC-4930,Av. João de Oliveira Remião defronte nro 702 - C/B,00:00:00 - 00:59:59,235.49
