Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ANTÔNIO DE CARVALHO, 2320, N/S, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ANT3AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
SAT1BL,14:00 - 15:00,"219,3","140,8","321,8","323,3","333,2","324,3","314,0","208,7","166,0","303,0","314,2","303,8","341,3","299,3","268,0","142,7","294,3","311,7","330,8","320,5","350,7","191,7","110,3","149,2","130,5","309,3","289,7","306,2","273,3","7.691,5"
SAT1BL,15:00 - 16:00,"214,3","162,2","302,3","338,8","311,6","300,0","331,8","190,8","178,5","324,5","323,5","327,8","330,3","322,5","253,2","160,8","348,2","323,2","330,7","326,8","353,3","203,0","123,2","163,5","144,5","290,0","308,5","363,3","255,3","7.906,1"
SAT1BL,16:00 - 17:00,"218,2","157,5","306,0","357,3","324,5","316,1","314,5","230,2","173,0","330,1","345,3","333,3","315,5","362,8","237,2","176,8","320,3","305,8","326,3","320,1","341,6","186,8","110,2","191,8","137,0","307,7","427,6","348,3","247,6","8.069,3"
SAT1BL,17:00 - 18:00,"220,3","168,7","311,8","373,8","327,1","338,8","290,8","224,8","151,3","352,1","368,0","360,8","343,1","342,6","176,5","168,8","340,6","346,5","365,0","344,3","360,6","148,2","113,8","176,3","153,3","320,0","344,5","347,1","246,0","8.125,6"
SAT1BL,18:00 - 19:00,"207,3","165,8","334,3","326,1","336,3","360,3","341,1","179,2","199,8","322,9","326,3","344,0","355,5","328,0","199,7","165,8","366,3","372,6","369,0","377,1","348,0","155,3","148,3","171,7","187,8","337,5","340,0","349,5","225,1","8.240,5"
SAT1BL,19:00 - 20:00,"215,7","202,1","269,1","268,5","292,8","315,6","288,1","203,7","183,7","270,8","284,5","287,2","307,5","287,5","229,7","225,7","309,1","303,0","315,5","310,6","280,8","157,3","153,7","134,0","154,3","262,0","284,0","290,0","221,0","7.307,2"
SAT1BL,20:00 - 21:00,"206,5","197,8","210,0","241,0","230,3","238,1","218,2","148,5","178,7","229,3","188,2","237,8","255,6","226,8","213,3","182,2","207,5","214,2","243,8","224,7","207,0","132,0","123,1","120,2","118,7","183,8","201,0","231,0","212,7","5.821,7"
SAT1BL,21:00 - 22:00,"169,8","162,0","152,3","166,5","158,5","180,0","184,6","143,2","152,2","162,2","168,0","166,3","202,5","175,7","171,3","162,7","166,7","199,1","171,0","181,3","174,0","122,6","86,2","119,8","91,7","159,7","160,1","205,1","196,1","4.711,0"
SAT1BL,22:00 - 23:00,"152,0","109,7","141,6","154,2","153,8","184,3","196,0","151,8","141,5","149,1","155,1","168,7","156,3","169,0","161,8","119,0","148,3","147,8","163,1","182,3","151,2","116,0","92,2","95,0","85,8","111,0","182,0","180,5","169,1","4.288,2"
SAT1BL,23:00 - 24:00,"119,7","90,3","94,2","112,7","122,8","133,5","135,5","131,5","101,7","88,0","115,0","126,5","119,7","117,2","126,2","97,0","94,1","114,7","112,3","120,2","104,0","87,7","63,3","70,8","78,8","74,5","91,5","134,8","128,0","3.105,8"
SAT1BL,Total grupo,"3.744,6","2.828,7","4.805,9","5.017,4","4.958,6","5.049,4","5.018,6","3.704,4","2.854,5","4.772,7","5.030,4","5.079,8","5.245,1","5.040,4","3.930,9","3.017,5","5.162,2","5.197,8","5.343,9","5.323,6","5.280,1","3.069,2","2.033,2","2.651,2","2.289,4","4.540,9","5.167,3","5.328,6","4.129,3","125.615,3"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: RUA SATURNINO DE BRITO 1400, N/S, FAIXA 3 DIREITA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: SAT1CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
SAT1CL,00:00 - 01:00,"2,0","1,0","4,3","1,3","2,0","3,3","1,0","3,3","5,3","1,3","5,0","0,3","1,0","1,3","5,3","1,0","1,3","1,0","2,3","4,3","0,7","6,0","2,0","0,7","4,0","4,0",0,"3,3","4,0","72,6"
SAT1CL,01:00 - 02:00,"2,0","1,0","2,0",0,0,0,"1,0","1,0",0,"1,0",0,0,"1,0","1,0","8,0","1,0","1,0",0,"1,0",0,"2,0","1,0",0,0,"1,0","2,0","1,0",0,0,"28,0"
SAT1CL,02:00 - 03:00,0,"2,0",0,"1,0","1,0",0,"1,0",0,"4,0","0,3","2,0","2,0",0,0,0,"4,0",0,0,0,0,0,"1,0",0,0,0,"1,0",0,0,"1,0","20,3"
SAT1CL,03:00 - 04:00,0,"1,0",0,0,0,0,0,0,"2,0",0,0,0,0,0,"1,0",0,"1,0",0,0,0,0,0,0,0,0,0,0,0,0,"5,0"
SAT1CL,04:00 - 05:00,0,"2,0",0,"2,0",0,"2,0","3,0","2,3",0,0,"2,0","2,0",0,"2,0","1,0","2,0",0,"3,0",0,0,"4,0",0,0,"2,0","2,0","3,0","2,0",0,"2,0","38,3"
SAT1CL,05:00 - 06:00,"5,0","2,3","2,0","2,0",0,"4,0","3,0","2,0","1,0","2,3",0,0,0,"4,0","5,5",0,"4,0","2,0","4,0","5,0","4,0","2,0","2,0","2,0",0,"2,3",0,"5,0","4,0","69,5"
SAT1CL,06:00 - 07:00,"9,0","7,0","22,0","13,3","15,0","16,3","18,3","4,0","12,8","20,0","21,7","21,0","18,0","16,3","4,0","4,0","16,0","21,0","14,0","11,5","15,0","11,0","4,0","6,0","12,0","16,0","14,0","21,7","7,0","392,0"
SAT1CL,07:00 - 08:00,"16,0","6,0","25,3","26,0","26,3","23,3","23,0","14,0","7,0","17,0","30,0","30,3","31,0","31,3","16,3","11,3","32,3","43,3","33,3","36,7","27,8","15,5","5,0","6,0","4,0","15,0","29,2","30,3","8,0","620,8"
SAT1CL,08:00 - 09:00,"18,0","8,0","28,7","25,0","27,3","25,0","40,0","11,3","10,3","24,0","30,2","28,5","35,0","28,7","21,0","15,0","22,0","34,0","33,8","28,7","29,8","11,3","11,0","11,3","3,3","15,3","22,3","16,0","23,0","637,9"
SAT1CL,09:00 - 10:00,"21,0","14,5","23,8","22,7","31,0","32,5","35,0","24,0","13,0","29,7","30,8","33,3","25,5","28,3","13,0","10,0","27,3","30,0","23,0","32,8","33,0","12,0","6,7","22,0","13,0","25,3","18,3","23,8","18,5","673,9"
SAT1CL,10:00 - 11:00,"42,7","14,0","32,3","27,8","17,7","32,0","25,7","28,3","12,7","35,5","26,0","34,3","30,7","35,7","41,3","14,0","24,2","26,3","24,8","22,7","18,2","33,7","16,0","20,3","4,0","15,7","33,3","25,3","29,0","744,0"
SAT1CL,11:00 - 12:00,"42,7","16,0","34,0","21,3","21,7","27,0","26,7","21,3","17,0","38,3","31,8","19,7","26,3","23,3","39,0","16,0","32,7","22,3","31,8","16,3","27,3","29,3","9,0","13,8","15,0","18,3","21,0","20,0","31,0","710,0"
SAT1CL,12:00 - 13:00,"35,3","29,8","26,3","31,3","25,0","27,0","22,0","31,0","23,0","37,3","23,0","27,0","27,7","22,7","24,7","17,7","28,0","37,0","20,3","31,3","22,0","27,3","17,0","17,0","14,0","22,7","14,3","29,3","37,7","748,7"
SAT1CL,13:00 - 14:00,"23,0","13,3","22,0","15,0","30,3","19,2","38,2","21,0","23,3","32,3","24,3","31,0","29,3","31,0","28,0","16,3","27,3","38,0","28,0","45,5","29,7","23,0","14,0","15,0","15,3","26,2","17,7","29,0","33,2","739,3"
SAT1CL,14:00 - 15:00,"27,7","13,0","22,8","15,3","25,7","20,5","28,3","25,0","16,3","23,0","26,0","30,3","15,0","30,3","38,3","6,3","26,7","39,0","20,8","29,5","22,7","27,0","13,0","13,0","11,0","18,0","13,0","20,7","37,0","655,2"
SAT1CL,15:00 - 16:00,"24,0","13,0","26,3","26,5","25,3","18,3","19,0","34,7","15,0","32,3","15,3","23,8","14,0","32,3","30,3","13,0","35,3","16,0","12,2","29,3","15,8","16,3","13,5","11,3","5,7","15,3","13,0","18,0","18,0","583,1"
SAT1CL,16:00 - 17:00,"29,0","7,7","33,7","22,7","29,8","29,3","29,7","19,0","20,3","29,7","23,3","30,3","34,5","24,5","33,0","11,7","20,0","28,0","25,7","17,0","28,8","19,7","8,0","11,0","10,3","20,7","17,2","29,3","3,0","646,7"
SAT1CL,17:00 - 18:00,"33,0","8,0","38,3","20,7","37,3","22,8","22,3","24,0","11,0","38,3","28,3","19,3","22,7","37,7","24,0","10,3","26,0","23,7","25,0","28,0","29,2","16,0","9,0","23,3","17,7","27,0","24,7","33,5","8,3","689,4"
SAT1CL,18:00 - 19:00,"26,2","20,0","22,7","32,5","39,0","25,3","29,3","9,3","18,0","37,0","24,7","34,0","28,0","28,5","27,0","15,7","35,2","28,2","25,8","33,0","30,3","12,0","15,3","19,3","15,0","23,8","42,2","52,2","29,7","778,9"
SAT1CL,19:00 - 20:00,"17,0","15,3","37,7","36,0","28,0","23,3","28,3","16,0","17,7","26,0","10,8","21,0","27,0","22,3","23,3","9,0","21,7","15,3","35,3","22,0","17,7","12,0","15,7","32,7","28,5","24,5","26,3","23,5","18,3","652,2"
SAT1CL,20:00 - 21:00,"18,5","3,7","17,8","17,8","20,2","21,8","15,7","23,7","13,3","14,8","15,3","14,7","15,7","20,0","15,0","15,0","24,8","18,0","22,3","18,0","16,7","7,0","6,0","17,3","27,7","11,0","13,3","16,3","18,3","479,7"
SAT1CL,21:00 - 22:00,"13,0","6,3","14,0","13,0","12,0","9,3","10,3","30,5","11,3","11,3","8,7","12,7","17,3","12,7","10,3","11,3","9,0","8,3","12,3","10,0","13,0","6,3","10,3","4,0","19,0","7,0","9,7","6,0","21,7","340,7"
SAT1CL,22:00 - 23:00,"13,0","4,0","4,0","5,7","9,0","11,3","6,3","2,0","7,7","9,3","11,3","7,3","7,0","10,0","7,3","6,3","8,0","12,3","9,3","17,3","11,0","6,3","5,0","3,0","11,0","4,0","14,0","10,0","14,3","247,3"
SAT1CL,23:00 - 24:00,"8,0","3,0","4,0","8,0","6,0","9,3","11,3","4,0","1,0","10,7","8,0","6,0","5,0","10,3","5,0","2,0","5,3","7,0","5,3","8,0","9,0","3,0","3,0","2,0","4,0","4,7","8,0","15,3","5,0","181,3"
SAT1CL,Total grupo,"425,9","212,0","444,1","386,9","429,6","403,1","438,4","351,8","263,1","471,6","398,6","428,9","411,6","454,2","421,8","213,0","429,1","453,8","410,6","446,9","407,6","298,8","185,5","253,1","237,5","322,8","354,4","428,6","372,0","10.754,9"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: RUA SATURNINO DE BRITO DEFRONTE Nº 1400, S/N, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: SAT2EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
SAT2EL,00:00 - 01:00,"36,7","44,5","18,7","30,0","24,0","33,3","36,5","45,0","52,0","37,5","19,0","27,0","27,2","34,3","42,3","29,8","22,7","24,7","28,0","21,3","26,5","39,5","13,3","25,0","19,8","16,0","52,0","25,2","28,7","880,4"
SAT2EL,01:00 - 02:00,"23,0","26,3","23,0","12,0","10,8","9,0","12,5","24,0","24,0","8,3","7,7","8,3","10,3","9,3","29,0","32,7","12,0","8,0","18,3","13,5","14,5","20,3","11,3","6,3","7,3","14,5","7,0","14,0","29,5","446,9"
SAT2EL,02:00 - 03:00,"13,0","19,0","12,0","4,0","4,0","6,0","6,0","9,0","12,0","7,0","5,5","5,3","4,0","6,0","6,0","15,5","2,0","6,0","5,0","7,3","6,0","7,0","2,0","5,3","2,0","6,0","2,0",0,"14,0","199,0"
SAT2EL,03:00 - 04:00,"10,0","13,3","2,0",0,"2,0","3,0","6,0","5,0","10,3","1,0","3,0","4,0","1,0","5,0","7,3","16,0","4,3","1,0","2,0","5,0","4,0","6,0","4,0","2,5","2,0","3,0","1,0","3,0","8,0","134,8"
SAT2EL,04:00 - 05:00,"8,7","7,0","5,0","5,0","6,0","3,0","5,0","9,0","5,0","6,0","4,0","6,5","1,0","2,0","8,3","7,3","7,0","3,0","1,5","1,0","5,0","14,0","4,0","1,0","1,3","2,0","2,0","1,0","11,0","142,7"
SAT2EL,05:00 - 06:00,"20,0","12,0","16,3","18,0","18,8","12,7","13,5","16,5","15,0","13,3","25,0","18,5","18,5","16,8","18,3","13,0","17,3","18,8","15,0","21,5","19,2","17,5","6,3","9,0","3,0","12,5","15,7","21,0","10,3","453,4"
SAT2EL,06:00 - 07:00,"68,5","52,8","138,3","135,1","152,1","147,8","139,5","70,0","52,2","142,5","140,5","142,3","123,6","137,3","65,3","57,0","139,7","144,6","145,3","147,6","133,0","69,7","39,7","66,3","55,0","129,5","142,7","140,5","50,3","3.168,6"
SAT2EL,07:00 - 08:00,"81,8","35,0","201,0","232,8","237,0","219,0","232,3","102,0","51,8","218,6","241,3","247,6","233,6","265,0","96,5","51,0","288,8","290,1","295,3","311,6","309,1","83,5","30,3","74,7","35,8","208,3","308,6","299,7","97,5","5.379,6"
SAT2EL,08:00 - 09:00,"143,6","52,0","282,8","284,6","287,2","274,7","276,0","140,5","34,0","275,6","289,6","281,3","270,6","249,0","137,7","58,5","265,8","302,3","301,6","277,7","300,1","92,0","32,3","58,0","39,7","175,3","255,5","262,3","139,8","5.840,0"
SAT2EL,09:00 - 10:00,"160,3","79,3","253,5","270,3","243,6","270,0","240,0","192,7","59,0","238,5","254,8","253,2","281,1","150,6","190,8","62,8","239,0","281,3","245,5","263,7","256,5","124,8","58,2","81,5","43,0","162,7","270,3","235,3","181,3","5.643,5"
SAT2EL,10:00 - 11:00,"172,8","102,8","215,8","251,3","239,3","218,2","241,3","190,5","86,3","244,3","243,5","263,1","218,3","298,1","226,0","95,7","249,6","249,8","244,0","207,3","243,3","176,8","81,5","99,5","61,0","169,2","171,3","252,5","234,8","5.748,0"
SAT2EL,11:00 - 12:00,"197,5","143,2","256,1","249,6","276,3","277,1","288,1","241,0","98,0","235,6","257,0","230,5","277,1","269,0","228,0","137,3","251,7","268,1","295,8","313,3","275,1","188,8","88,7","116,2","71,0","216,8","280,8","287,8","233,0","6.548,6"
SAT2EL,12:00 - 13:00,"199,5","141,8","230,5","249,0","247,0","261,6","265,6","218,6","134,0","222,6","242,8","254,0","299,1","275,0","246,0","150,2","261,8","295,0","303,3","282,5","310,0","152,7","99,7","109,3","112,0","212,2","284,8","307,0","191,7","6.559,0"
SAT2EL,13:00 - 14:00,"163,3","95,8","220,6","230,5","227,7","256,5","235,8","165,8","106,3","242,1","238,3","244,5","268,6","258,5","185,8","116,8","265,8","262,3","268,8","295,3","299,5","123,5","56,3","76,8","81,2","241,5","282,8","312,6","207,8","6.031,2"
SAT2EL,14:00 - 15:00,"151,3","86,7","259,5","245,8","252,3","262,3","264,8","138,3","105,3","259,7","262,0","240,5","252,1","294,0","183,0","99,0","259,7","259,5","257,6","247,5","276,6","111,3","62,5","100,8","81,3","210,7","245,0","259,0","178,8","5.906,7"
SAT2EL,15:00 - 16:00,"151,3","96,8","244,3","265,1","252,1","294,6","306,0","151,7","103,7","237,0","253,3","256,1","254,0","274,8","185,3","101,3","238,8","246,7","230,0","252,0","289,3","136,0","52,0","103,0","89,8","233,6","211,2","278,8","184,5","5.973,0"
SAT2EL,16:00 - 17:00,"169,6","112,2","257,6","274,3","241,0","265,3","259,8","157,2","123,5","261,5","233,5","271,8","254,0","289,5","167,7","107,5","277,3","279,5","278,7","284,2","311,3","121,2","84,3","103,2","94,2","222,3","110,5","307,3","191,6","6.111,2"
SAT2EL,17:00 - 18:00,"163,3","126,8","281,5","260,8","298,0","309,6","285,5","161,2","109,7","245,3","269,5","288,3","282,5","315,8","153,7","125,3","313,2","306,3","320,1","312,1","320,3","108,7","79,7","116,7","115,3","253,3","325,5","313,1","190,0","6.750,8"
SAT2EL,18:00 - 19:00,"185,2","161,0","325,8","318,1","338,1","295,8","331,1","165,5","152,6","308,1","316,1","329,8","310,8","327,6","148,7","176,3","334,5","328,0","304,8","342,6","316,5","128,8","96,7","144,2","105,8","284,6","319,5","324,6","196,3","7.417,4"
SAT2EL,19:00 - 20:00,"169,0","162,0","231,1","248,3","236,3","273,1","260,5","182,3","138,7","244,3","204,8","244,3","252,1","229,3","212,2","174,0","243,5","240,2","262,2","294,6","241,1","120,2","95,5","118,8","107,5","193,2","212,5","234,5","170,8","5.996,7"
SAT2EL,20:00 - 21:00,"136,5","128,7","153,5","193,5","194,0","159,5","207,5","137,7","107,2","162,7","155,0","183,5","216,8","189,7","174,3","129,0","204,2","162,1","198,5","197,2","182,8","80,2","61,3","67,2","81,8","138,0","140,0","200,7","148,0","4.490,5"
SAT2EL,21:00 - 22:00,"91,5","72,7","110,0","127,8","132,5","113,8","140,3","94,0","82,5","105,6","138,8","122,2","130,3","115,5","101,7","96,7","102,3","126,2","134,3","144,8","118,5","82,0","42,0","47,8","59,8","78,8","98,2","142,8","116,8","3.070,0"
SAT2EL,22:00 - 23:00,"83,7","59,7","77,5","82,7","95,3","119,0","117,3","72,3","60,3","95,0","132,8","109,7","100,3","105,5","88,3","62,7","84,3","97,2","97,5","124,0","93,5","42,0","27,0","44,7","39,0","56,0","90,3","116,0","107,2","2.480,5"
SAT2EL,23:00 - 24:00,"57,5","38,3","32,5","54,8","50,7","54,3","67,0","70,8","36,7","41,5","57,3","51,7","58,5","63,3","60,0","38,3","33,5","35,3","43,7","73,2","52,8","30,0","22,8","23,2","37,8","34,8","47,0","75,0","49,7","1.392,0"
SAT2EL,Total grupo,"2.657,6","1.869,7","3.848,9","4.043,5","4.066,0","4.139,2","4.237,8","2.760,4","1.760,0","3.853,7","3.995,0","4.083,8","4.145,6","4.180,8","2.962,0","1.953,7","4.118,6","4.235,9","4.296,7","4.440,7","4.404,5","2.076,3","1.151,3","1.600,9","1.346,6","3.274,6","3.875,9","4.413,5","2.971,4","96.764,7"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: RUA SATURNINO DE BRITO DEFRONTE Nº 1400, S/N, FAIXA 2 CENTRAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: SAT2FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
SAT2FL,00:00 - 01:00,"143,7","138,7","98,8","96,2","114,7","135,7","132,7","165,0","152,5","108,8","121,0","90,0","119,5","123,8","175,2","154,2","106,2","94,3","117,2","114,2","133,8","148,3","110,8","77,3","88,8","74,8","188,0","114,3","166,2","3.604,4"
SAT2FL,01:00 - 02:00,"94,8","131,8","75,0","54,8","56,5","58,5","71,8","106,0","118,0","60,7","50,8","49,3","63,5","72,8","130,3","119,0","45,2","51,3","69,3","71,7","84,7","111,7","86,7","49,8","55,8","64,7","66,2","64,0","122,3","2.257,1"
SAT2FL,02:00 - 03:00,"84,8","77,5","45,5","20,3","33,0","41,0","49,7","74,2","68,0","42,5","26,5","36,5","38,5","52,8","63,0","83,8","22,3","36,5","22,5","41,2","48,3","57,0","44,0","37,8","35,8","32,0","17,3","36,0","72,7","1.341,1"
SAT2FL,03:00 - 04:00,"50,7","63,0","30,7","18,0","21,0","37,0","32,0","79,0","82,7","35,0","26,5","29,2","32,0","27,7","63,0","75,0","28,5","25,0","27,5","37,5","35,5","70,8","37,5","24,0","24,7","24,3","20,8","26,3","47,0","1.131,8"
SAT2FL,04:00 - 05:00,"68,5","69,8","40,3","31,5","41,5","47,3","48,8","71,7","64,7","41,5","34,5","34,0","36,3","39,8","57,3","63,7","27,3","35,0","36,0","35,8","48,3","71,5","41,5","33,8","20,0","25,5","26,5","24,0","54,0","1.270,6"
SAT2FL,05:00 - 06:00,"74,5","74,0","56,0","63,5","67,5","69,3","72,0","74,0","58,8","67,5","75,8","70,8","69,5","76,2","78,5","68,3","85,8","93,0","82,7","74,0","98,2","87,3","52,7","33,5","37,0","71,7","70,2","73,3","56,3","2.031,9"
SAT2FL,06:00 - 07:00,"159,5","107,8","227,3","245,3","250,3","263,5","261,6","175,0","111,5","233,1","244,7","261,0","263,5","267,8","156,7","110,2","256,6","240,8","259,3","271,6","269,0","158,2","97,1","138,0","106,8","229,2","272,6","259,5","148,8","6.046,2"
SAT2FL,07:00 - 08:00,"216,3","118,2","390,8","394,3","417,1","409,1","401,0","265,3","150,5","409,6","416,6","425,5","399,9","415,3","244,0","158,2","459,8","483,0","511,6","491,3","468,8","210,6","122,7","171,0","114,2","393,8","496,8","488,6","228,2","9.871,7"
SAT2FL,08:00 - 09:00,"298,8","151,5","484,1","529,1","509,5","539,1","479,1","338,0","148,0","511,8","502,0","499,8","508,1","489,6","292,7","190,7","491,5","519,8","515,8","518,3","499,0","256,8","111,7","157,3","112,2","360,0","500,3","479,0","312,7","11.306,1"
SAT2FL,09:00 - 10:00,"354,0","165,2","461,0","473,3","439,3","522,6","462,8","380,5","194,2","436,0","512,1","455,6","509,1","299,5","366,5","167,5","498,0","481,5","479,3","468,3","458,3","334,2","156,8","212,0","141,7","368,2","485,8","462,6","361,5","11.107,2"
SAT2FL,10:00 - 11:00,"423,8","233,3","459,3","458,5","420,5","510,5","458,2","383,3","216,8","452,2","474,1","473,6","482,0","482,1","428,6","247,8","463,8","459,2","498,6","510,3","477,6","351,0","180,5","248,3","204,3","384,2","496,5","465,8","447,1","11.791,8"
SAT2FL,11:00 - 12:00,"406,7","273,0","437,3","424,6","487,3","544,7","473,5","384,1","242,5","479,6","474,1","494,5","487,5","500,2","441,5","335,0","460,1","505,1","527,1","472,1","524,5","350,7","181,3","247,3","207,5","404,6","476,7","462,5","442,3","12.147,8"
SAT2FL,12:00 - 13:00,"401,6","270,0","384,1","441,5","445,6","438,0","456,5","420,8","267,2","427,6","450,8","481,8","475,7","480,1","427,8","307,0","476,8","480,5","491,7","486,0","548,6","332,0","207,0","242,0","227,2","401,3","465,0","524,0","385,2","11.843,1"
SAT2FL,13:00 - 14:00,"330,6","229,0","455,2","442,6","434,7","454,3","463,0","308,0","241,3","428,5","443,8","432,1","434,8","467,3","388,8","280,7","529,8","483,1","474,3","540,6","502,8","309,2","203,3","207,0","203,0","449,1","515,5","480,7","396,0","11.529,0"
SAT2FL,14:00 - 15:00,"328,8","210,0","440,3","466,8","447,5","469,6","520,0","325,2","221,5","442,3","491,1","467,3","465,3","526,0","371,8","219,2","474,5","482,3","462,5","496,5","537,1","284,3","163,3","225,0","189,0","453,8","468,3","503,8","391,8","11.544,8"
SAT2FL,15:00 - 16:00,"346,1","236,7","448,1","479,8","482,8","416,1","501,1","301,3","264,2","495,6","461,3","497,3","447,2","480,0","335,3","254,0","476,3","462,5","467,0","472,8","523,5","297,0","183,5","209,8","235,2","420,6","458,6","544,6","340,2","11.538,5"
SAT2FL,16:00 - 17:00,"342,0","236,7","475,6","494,3","468,8","529,6","479,5","336,5","271,7","488,8","503,3","500,0","499,7","507,8","361,3","263,8","488,7","517,5","508,8","516,8","523,0","281,2","185,2","241,2","228,2","450,3","602,8","510,3","403,2","12.216,2"
SAT2FL,17:00 - 18:00,"350,6","261,7","527,6","522,5","537,1","567,5","624,8","313,5","290,0","541,5","519,5","562,0","545,1","579,3","335,1","276,7","560,5","561,6","582,8","571,0","609,8","240,6","220,0","270,0","242,7","485,8","557,6","605,3","378,3","13.240,3"
SAT2FL,18:00 - 19:00,"354,6","310,7","590,6","647,3","637,4","627,6","638,6","329,2","331,3","599,3","623,5","632,3","611,6","604,8","326,8","338,8","622,3","659,8","600,5","661,3","641,6","295,5","222,2","255,0","255,5","561,1","653,8","589,5","402,3","14.624,6"
SAT2FL,19:00 - 20:00,"380,3","341,1","445,3","454,1","488,3","533,3","505,0","389,7","304,3","508,0","472,0","497,1","530,0","523,8","432,0","379,3","521,3","494,1","553,3","602,5","455,6","273,7","245,5","264,8","255,7","403,6","483,6","520,2","403,7","12.661,2"
SAT2FL,20:00 - 21:00,"328,3","318,0","354,0","428,8","399,6","391,1","436,1","320,3","301,2","332,5","347,0","364,0","387,2","428,3","373,5","296,7","333,3","400,7","403,0","375,0","390,6","224,5","188,5","202,3","218,8","299,0","349,8","443,0","330,3","9.965,2"
SAT2FL,21:00 - 22:00,"274,8","225,0","249,8","275,3","321,5","310,8","333,8","252,3","220,7","266,1","277,8","278,8","292,3","307,1","295,0","266,3","278,8","292,5","313,1","317,6","290,2","181,7","162,0","184,0","152,3","228,8","293,0","346,3","310,8","7.798,6"
SAT2FL,22:00 - 23:00,"227,5","183,2","225,5","258,0","252,2","276,2","271,0","223,8","216,2","232,8","313,5","265,0","246,8","257,5","207,0","197,1","242,5","277,8","262,5","297,0","275,8","169,7","126,0","144,2","159,3","169,5","248,2","271,8","273,0","6.770,2"
SAT2FL,23:00 - 24:00,"199,0","122,8","133,8","140,0","197,5","212,3","204,8","193,3","126,3","160,3","194,8","158,3","173,3","194,3","191,3","146,0","125,6","178,0","146,0","197,5","178,5","139,3","86,8","128,2","113,7","138,0","139,2","231,5","190,2","4.740,7"
SAT2FL,Total grupo,"6.240,5","4.548,4","7.536,2","7.860,4","7.971,1","8.404,8","8.377,3","6.209,8","4.663,8","7.801,6","8.057,0","8.055,8","8.118,3","8.203,9","6.543,0","4.998,7","8.075,4","8.314,8","8.412,3","8.640,7","8.623,1","5.236,5","3.416,5","4.003,6","3.629,1","6.893,9","8.353,0","8.526,9","6.663,8","202.380,1"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: RUA SATURNINO DE BRITO DEFRONTE Nº 1400, S/N, FAIXA 3 DIREITA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: SAT2GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
SAT2GL,00:00 - 01:00,"18,3","21,0","10,0","9,3","10,3","11,7","10,7","18,3","20,7","2,0","7,8","8,3","3,7","18,3","11,3","14,7","8,0","5,0","9,3","12,3","17,3","12,3","6,0","7,0","8,7","12,3","25,3","11,3","19,7","351,1"
