Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ANTÔNIO DE CARVALHO, 2320, N/S, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ANT3AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
ICA1AL,10:00 - 11:00,0,"91,5","147,0","159,6","155,3","137,0","156,6","206,3","81,2","156,1","179,0","164,2","171,8","197,3","179,2","103,0","154,8","158,1","186,8","141,1","183,8","120,7","67,2","83,5","62,0","96,5","154,0","168,1","155,0","4.016,5"
ICA1AL,11:00 - 12:00,0,"88,5","167,1","155,6","149,8","156,4","157,8","150,8","85,0","167,1","149,1","186,8","158,3","161,1","165,3","113,8","181,5","179,0","167,6","181,3","174,0","115,8","83,8","90,8","86,2","124,5","146,3","159,8","171,3","4.074,5"
ICA1AL,12:00 - 13:00,0,"90,7","137,7","132,3","156,1","141,1","171,1","135,7","86,7","148,3","160,6","152,7","159,8","159,8","136,8","101,7","154,5","193,1","198,3","204,3","202,5","104,1","73,7","86,5","71,2","183,1","177,8","211,5","134,6","4.066,1"
ICA1AL,13:00 - 14:00,"46,7","91,0","93,0","181,6","167,5","163,8","178,9","194,0","91,8","179,6","164,5","177,6","175,5","157,3","144,5","106,3","214,5","196,7","235,0","227,3","214,8","96,6","49,2","75,8","72,1","181,3","243,0","231,0","149,6","4.500,2"
ICA1AL,14:00 - 15:00,"135,8","92,2","125,0","163,6","188,6","168,8","166,6","140,1","57,3","182,0","187,5","174,7","155,8","173,8","179,6","86,3","154,3","188,6","126,0","182,0","153,0","100,3","59,0","69,3","81,7","137,3","180,4","210,1","154,8","4.174,5"
ICA1AL,15:00 - 16:00,"128,3","80,3","149,5","201,0","167,1","187,8","206,6","137,3","111,7","174,6","183,5","182,1","214,1","186,5","236,8","88,5","167,0","185,5","200,6","182,5","149,5","102,0","86,3","92,5","83,7","171,1","149,2","169,6","168,6","4.543,7"
ICA1AL,16:00 - 17:00,"138,3","125,0","154,8","168,0","171,6","183,6","159,6","123,1","98,3","170,6","180,3","189,1","167,0","194,0","194,1","106,7","182,8","174,0","204,6","172,3","186,5","105,0","65,0","111,2","89,2","169,6","178,8","231,3","166,3","4.560,7"
ICA1AL,17:00 - 18:00,"143,1","116,0","205,5","219,3","175,8","209,8","177,3","152,8","111,2","194,0","249,3","297,0","187,1","225,2","128,8","130,0","201,8","223,0","259,1","235,6","202,0","90,2","64,8","111,0","98,3","210,8","209,0","235,6","179,0","5.242,1"
ICA1AL,18:00 - 19:00,"136,6","131,5","168,4","211,1","221,1","205,3","192,1","127,8","111,3","207,1","286,6","233,1","215,6","189,3","142,6","155,0","219,0","243,9","259,1","255,8","199,1","84,3","81,0","111,3","81,3","224,1","266,6","256,3","178,0","5.394,4"
ICA1AL,19:00 - 20:00,"162,6","117,2","159,1","184,8","217,0","187,8","171,9","141,1","124,8","187,3","278,3","217,8","179,6","166,6","231,3","165,1","154,6","225,1","228,0","248,1","168,8","86,5","93,6","113,5","71,3","168,3","179,1","217,3","149,3","4.995,9"
ICA1AL,20:00 - 21:00,"123,0","123,6","125,0","139,5","150,7","137,3","122,1","153,5","111,5","116,5","132,0","168,6","140,3","133,3","130,0","120,1","130,6","136,8","160,5","139,5","128,3","81,3","59,2","66,0","79,5","133,1","98,0","181,0","148,1","3.668,6"
ICA1AL,21:00 - 22:00,"82,3","74,0","59,0","82,1","78,5","81,8","85,8","104,8","57,6","71,2","114,0","90,8","86,6","115,6","113,0","76,1","87,1","85,3","76,1","101,5","81,7","45,7","33,8","48,2","43,5","70,0","81,0","114,8","118,0","2.359,7"
ICA1AL,22:00 - 23:00,"73,0","39,2","47,2","61,5","65,1","52,5","72,3","66,7","36,0","57,7","80,5","74,7","80,6","69,1","77,6","32,3","66,8","63,7","68,0","57,3","59,1","45,3","33,8","44,1","25,3","38,0","72,3","76,6","73,6","1.709,8"
ICA1AL,23:00 - 24:00,"42,3","26,0","20,0","24,7","38,7","30,5","47,3","47,0","14,5","25,7","28,7","19,3","26,3","34,3","38,8","26,0","29,5","28,0","35,3","38,3","26,3","24,7","24,8","36,0","13,0","40,0","19,5","52,7","50,1","908,2"
ICA1AL,Total grupo,"1.212,0","1.497,9","2.240,3","2.624,5","2.678,1","2.577,8","2.673,3","2.276,0","1.432,2","2.531,6","2.917,2","2.884,6","2.682,8","2.748,6","2.529,8","1.693,5","2.644,7","2.894,5","3.028,0","2.991,3","2.776,6","1.506,1","1.025,2","1.369,1","1.125,1","2.373,4","2.791,4","3.140,0","2.415,7","67.281,2"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ICARAÍ Nº 1719, C/B, FAIXA 2 DIREITA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ICA1BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
ICA1BL,00:00 - 01:00,"46,3","46,3","21,3","42,0","45,0","50,3","54,8","66,3","57,5","33,0","33,0","44,0","2,0","59,7","56,0","52,5","15,7","49,5","40,0","41,7","44,3","49,7","39,5","16,0","37,0","19,0","84,2","36,0","58,0","1.240,6"
ICA1BL,01:00 - 02:00,"30,7","26,3","11,7","7,0","11,0","16,0","20,0","26,0","21,3","14,5","12,0","9,0",0,"13,0","27,3","23,0","16,5","10,7","11,0","10,3","15,0","15,7","19,0","12,5","14,5","9,0","9,3","13,3","23,3","449,0"
ICA1BL,02:00 - 03:00,"8,3","20,3","9,0","4,0","4,0","2,0","3,0","10,0","19,0","11,0","4,0","4,0",0,"3,0","15,0","17,3","5,0","7,3","3,0","8,0","12,0","5,0","7,5","3,5","6,5","4,0","1,0","5,0","8,0","209,8"
ICA1BL,03:00 - 04:00,"13,3","16,3","10,0","6,0","5,0","11,0","8,0","10,0","17,7","5,0","7,0","6,5","8,0","9,0","15,0","16,0","8,0","8,0","10,0","8,0","10,0","9,3","7,3","6,0","6,3","9,0","5,0","14,5","10,0","275,3"
ICA1BL,04:00 - 05:00,"6,0","13,0","2,0","6,0","4,5","2,5","3,5","8,8","15,7","6,3","1,0","1,0",0,"3,5","10,0","3,0","2,0","1,0","3,0","3,0","3,0","4,0","2,2","4,0","5,0","3,0","4,0","3,3","10,3","134,6"
ICA1BL,05:00 - 06:00,"13,3","19,5","11,3","15,0","10,3","13,0","14,3","23,8","14,0","17,0","15,0","20,0","4,0","19,0","18,0","20,5","15,3","15,3","13,0","15,0","16,3","14,3","7,3","14,3","6,3","11,0","11,0","17,3","11,3","416,1"
ICA1BL,06:00 - 07:00,"60,2","48,5","78,0","76,0","85,3","85,5","80,5","53,5","35,3","76,3","86,5","95,2",0,"87,8","56,3","46,5","78,7","94,3","92,8","84,3","81,7","49,3","43,8","44,8","33,7","69,0","93,7","77,0","48,7","1.943,2"
ICA1BL,07:00 - 08:00,"98,8","70,5","162,0","162,0","184,7","179,0","172,6","111,3","91,3","162,3","196,0","169,5",0,"183,7","91,8","60,2","206,3","228,3","266,8","273,5","240,3","96,5","60,0","97,2","60,8","216,7","271,7","266,8","109,3","4.489,8"
ICA1BL,08:00 - 09:00,"137,7","74,5","210,2","204,3","241,1","249,0","233,7","184,7","78,2","206,2","230,3","214,2","207,0","248,5","161,2","76,8","232,2","229,8","233,5","275,8","248,2","134,5","82,3","126,3","53,5","184,8","248,3","220,7","163,8","5.391,1"
ICA1BL,09:00 - 10:00,"182,2","98,3","230,8","251,3","271,5","244,8","247,5","219,6","102,0","224,2","258,3","247,3","235,5","265,0","190,0","137,2","249,8","248,5","262,0","259,8","242,5","156,3","108,8","157,5","89,5","202,3","267,5","233,8","194,3","6.078,1"
ICA1BL,10:00 - 11:00,"206,6","138,6","232,2","214,2","241,8","233,2","279,3","168,3","122,2","242,2","269,2","259,3","235,2","255,5","235,8","169,7","239,7","213,3","243,7","233,7","261,2","177,2","115,2","147,3","129,7","181,3","232,0","234,0","255,2","6.166,3"
ICA1BL,11:00 - 12:00,"202,0","181,3","246,7","240,5","249,8","257,0","221,2","193,2","167,3","236,8","258,8","285,2","246,7","244,5","226,0","179,0","258,2","291,0","268,7","255,0","251,0","185,3","132,7","152,2","124,3","223,7","270,0","261,2","248,5","6.557,3"
ICA1BL,12:00 - 13:00,"194,8","147,7","231,3","204,7","219,2","211,2","243,8","191,8","141,5","235,0","219,3","227,3","226,2","225,5","227,3","164,2","254,6","284,8","287,8","282,5","291,8","159,0","114,0","138,5","118,5","259,2","255,2","274,8","192,3","6.223,7"
ICA1BL,13:00 - 14:00,"184,3","124,0","269,5","233,5","230,8","230,3","245,3","154,7","139,2","223,3","222,8","257,3","227,8","243,8","208,5","162,0","222,2","287,5","338,3","320,0","275,7","161,3","108,3","164,8","109,8","286,5","309,7","305,7","217,2","6.464,0"
ICA1BL,14:00 - 15:00,"222,0","144,8","290,5","272,8","257,5","247,5","283,3","208,5","152,5","280,8","253,0","258,0","265,5","295,3","255,3","144,2","250,3","245,2","271,1","292,8","266,5","188,0","115,2","184,5","118,2","258,7","260,8","288,0","237,2","6.807,8"
ICA1BL,15:00 - 16:00,"224,5","165,7","260,0","215,5","273,7","270,0","257,8","225,7","161,7","298,7","325,5","294,3","249,5","279,0","300,8","182,3","219,0","246,5","276,2","247,3","250,5","208,7","121,5","177,5","152,7","223,1","276,6","266,5","220,2","6.870,5"
ICA1BL,16:00 - 17:00,"244,5","170,0","279,3","269,0","279,0","277,0","280,3","241,8","193,3","268,7","298,8","237,0","247,7","272,5","277,0","216,5","264,5","301,8","291,5","285,7","270,7","178,0","150,2","210,0","131,3","253,0","277,8","306,1","264,8","7.237,7"
ICA1BL,17:00 - 18:00,"232,0","168,8","259,1","301,5","267,0","246,7","283,0","194,2","207,3","287,7","305,1","348,7","316,5","260,5","202,3","187,2","282,1","349,8","345,8","336,5","312,0","180,8","142,2","192,8","122,5","315,3","366,0","334,0","255,8","7.603,0"
ICA1BL,18:00 - 19:00,"229,7","154,7","314,2","273,8","282,3","293,2","257,7","221,7","194,8","291,8","338,0","322,8","304,5","258,7","213,0","204,2","313,5","323,0","279,7","363,7","275,3","180,0","133,2","171,3","137,7","304,7","358,6","324,7","253,5","7.573,3"
ICA1BL,19:00 - 20:00,"195,0","154,2","242,8","222,8","259,2","243,1","248,0","194,8","198,8","222,0","385,8","298,3","257,0","254,8","280,5","217,8","244,2","253,0","299,5","273,0","206,2","151,8","115,0","143,2","121,5","236,3","261,7","267,1","210,3","6.657,6"
ICA1BL,20:00 - 21:00,"169,5","166,5","180,7","162,2","206,7","205,0","233,8","184,5","173,8","188,5","182,7","240,3","198,8","197,3","190,7","161,8","190,6","191,0","222,8","214,1","159,5","143,8","116,0","129,2","104,3","181,5","189,3","210,8","189,5","5.285,1"
ICA1BL,21:00 - 22:00,"109,2","78,0","113,3","125,2","156,3","138,5","138,3","176,2","110,5","130,8","183,8","138,2","137,8","147,8","145,8","118,3","127,0","126,7","152,0","136,0","139,3","118,8","74,7","91,8","45,7","117,7","115,3","151,8","175,8","3.720,5"
ICA1BL,22:00 - 23:00,"88,7","67,0","77,6","112,2","86,0","116,7","150,8","97,3","71,0","101,5","134,2","122,2","109,7","118,3","110,7","71,5","105,6","116,7","104,5","115,3","120,7","85,0","64,0","79,0","64,5","71,1","92,2","122,2","118,3","2.894,2"
ICA1BL,23:00 - 24:00,"93,5","56,2","60,0","70,0","81,0","81,3","101,3","76,3","59,0","68,8","82,7","66,0","73,7","86,3","80,7","58,7","63,0","77,3","78,3","83,0","73,3","56,0","48,0","60,3","39,3","77,0","60,7","81,7","91,3","2.084,7"
ICA1BL,Total grupo,"3.192,9","2.351,0","3.803,4","3.691,3","3.952,5","3.903,6","4.061,9","3.243,0","2.544,8","3.832,3","4.302,7","4.165,4","3.552,8","4.031,9","3.595,0","2.690,2","3.863,9","4.200,3","4.394,9","4.417,9","4.066,7","2.708,3","1.927,7","2.524,5","1.833,1","3.716,8","4.321,4","4.316,2","3.566,9","102.773,2"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ICARAÍ DEFRONTE A 38 METROS DO Nº 1949, B/C, FAIXA 1 ESQUERDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ICA2EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
ICA2EL,00:00 - 01:00,"14,3","20,0","4,8","11,3","6,7","8,7","17,8","16,8","15,3","6,0","2,0","12,5","14,3","7,5","10,8","12,2","5,8","6,0","10,7","11,5","6,7","8,7","10,5","5,3","5,0","1,3","6,2","4,3","17,7","280,6"
ICA2EL,01:00 - 02:00,"7,3","5,0",0,"3,0","4,3","9,3","9,7","8,8","5,2","2,0","1,0","0,3","8,0","3,3","9,3","11,0","5,0","1,3","4,0","5,7","3,0","1,3","4,0","4,0","3,2","1,5","3,3","4,0","11,0","138,9"
ICA2EL,02:00 - 03:00,"6,3","3,5","2,0","1,3",0,"1,0","2,3","3,3","3,0","2,0","1,0","1,3","1,0",0,"4,0","8,3","2,3","1,0",0,"1,0","5,5","1,0","3,3",0,"1,7","0,7","1,0","2,3","5,3","65,6"
ICA2EL,03:00 - 04:00,"6,7","5,3","1,0","1,8","1,3","1,3","3,3","2,3","5,0","1,7","1,0",0,"4,0","2,0","1,3","6,7",0,"1,3","2,0",0,"3,0","2,0",0,0,"2,0","1,0",0,0,"6,3","62,4"
ICA2EL,04:00 - 05:00,"3,7","2,0",0,"1,0","1,0",0,"1,0","1,0","5,0","0,3","1,0",0,"1,3",0,"4,3","3,3","1,0",0,"1,0","2,0","2,3",0,"2,3","1,3","1,3","1,3","1,5","1,3","4,0","44,5"
ICA2EL,05:00 - 06:00,"1,0","1,0","2,0","4,3","3,7","5,0","4,3","2,0","1,3","2,0","2,7","3,0","3,0","2,0","5,0","6,5","1,0","3,3","4,0","2,0","3,5",0,"1,3","1,7","0,7","3,2","2,7","2,3","2,8","77,3"
ICA2EL,06:00 - 07:00,"6,8","8,7","10,7","13,7","25,2","17,3","19,7","11,8","4,5","24,5","15,7","13,7","29,0","18,5","9,5","11,2","26,8","28,0","26,0","26,0","30,7","3,3","4,7","5,7",0,"18,5","21,7","22,2","8,2","461,8"
ICA2EL,07:00 - 08:00,"13,0","4,3","51,3","59,8","59,0","64,8","45,7","21,3","11,2","52,0","63,8","62,8","64,3","68,7","17,2","9,8","68,7","173,3","154,0","171,7","176,3","12,8","6,5","12,2","6,2","148,7","180,0","167,2","18,3","1.964,7"
ICA2EL,08:00 - 09:00,"31,3","8,8","65,3","59,5","60,3","82,8","71,2","10,0","6,5","78,8","69,5","79,7","88,8","82,0","28,3","13,8","99,5","98,5","101,3","103,8","96,6","27,3","10,3","7,8","9,8","42,3","92,2","69,0","32,5","1.627,6"
ICA2EL,09:00 - 10:00,"48,0","18,7","71,5","97,1","77,3","76,5","90,5","96,3","12,5","60,0","84,0","88,3","105,3","79,5","64,5","13,0","85,3","82,0","94,6","99,3","87,3","35,8","24,0","21,5","12,0","57,7","100,8","84,7","77,7","1.945,5"
ICA2EL,10:00 - 11:00,"63,8","22,3","76,8","88,1","79,3","88,7","76,3","80,2","22,3","79,3","85,7","72,5","73,3","79,6","80,0","30,8","68,0","82,0","90,5","73,0","92,4","52,8","28,2","28,2","12,0","62,0","80,6","98,0","86,2","1.952,8"
ICA2EL,11:00 - 12:00,"67,8","52,0","75,8","76,3","82,0","105,0","87,8","73,0","37,3","92,2","91,3","81,5","83,3","86,1","81,0","45,2","84,5","118,8","110,1","124,5","121,1","46,7","37,7","29,8","24,8","94,5","108,8","110,6","72,3","2.301,6"
ICA2EL,12:00 - 13:00,"73,1","43,3","68,8","73,6","71,2","87,1","78,1","56,8","40,2","75,8","70,8","86,0","77,0","98,8","78,7","48,0","73,8","175,6","188,1","183,1","181,1","45,2","24,5","36,5","32,6","171,0","168,1","167,6","83,3","2.657,9"
ICA2EL,13:00 - 14:00,"52,8","33,3","75,6","86,0","80,5","77,5","82,6","55,3","33,2","78,5","80,3","74,3","87,5","75,5","75,6","32,7","93,3","111,0","82,8","180,0","187,8","38,7","21,7","10,0","26,7","176,5","166,2","196,6","60,0","2.432,1"
ICA2EL,14:00 - 15:00,"63,2","39,8","77,5","85,0","80,0","89,7","84,0","61,2","25,7","80,0","112,1","93,6","101,1","93,1","54,8","33,7","98,8","84,0","103,6","112,8","89,8","46,5","27,5","32,2","21,5","83,5","101,3","101,1","69,0","2.145,7"
ICA2EL,15:00 - 16:00,"72,3","50,5","79,3","87,6","81,1","91,3","85,5","56,7","36,2","102,3","63,0","83,3","85,3","100,8","63,2","43,0","95,0","102,5","98,6","101,5","101,5","5,7","31,7","32,7","41,7","56,0","82,5","89,4","77,8","2.097,5"
ICA2EL,16:00 - 17:00,"52,0","56,7","68,2","86,8","82,3","91,8","78,1","54,3","32,2","82,3","113,2","107,3","99,3","119,1","58,3","39,7","103,0","116,0","104,7","114,3","118,2",0,"26,7","52,2","42,0","96,1","91,3","94,0","62,0","2.241,8"
ICA2EL,17:00 - 18:00,"52,0","44,5","88,6","107,0","90,6","91,1","104,5","63,3","46,3","89,8","102,5","106,3","86,0","114,0","53,6","53,2","113,0","172,6","175,1","154,8","154,1",0,"19,8","38,6","62,0","136,0","143,8","171,8","63,3","2.698,2"
ICA2EL,18:00 - 19:00,"71,7","46,2","80,3","93,5","103,3","105,8","105,6","68,0","51,0","103,3","114,1","109,8","120,5","109,1","61,2","61,2","120,3","190,0","168,8","170,5","122,3","32,0","36,5","52,2","46,0","138,0","149,8","153,7","71,0","2.855,2"
ICA2EL,19:00 - 20:00,"66,2","73,5","68,8","69,0","74,3","87,1","63,8","39,2","53,2","85,5","72,1","92,1","73,0","84,8","72,8","71,6","79,0","89,6","122,6","113,6","63,0","30,8","42,7","36,7","46,0","76,7","110,8","91,7","85,3","2.135,2"
ICA2EL,20:00 - 21:00,"53,3","60,3","58,7","63,1","65,1","60,8","69,5","45,5","46,3","46,5","65,1","57,3","67,0","57,1","63,5","54,8","55,5","77,3","75,0","72,0","42,6","26,6","15,3","16,5","19,0","55,5","57,5","68,1","51,5","1.565,9"
ICA2EL,21:00 - 22:00,"27,6","39,0","28,8","36,0","43,1","29,1","43,3","21,6","25,5","30,0","41,6","34,0","47,3","34,3","47,0","33,5","44,0","36,3","53,1","45,1","37,0","9,0","14,0","19,0","14,7","21,5","39,7","45,5","42,6","983,0"
ICA2EL,22:00 - 23:00,"23,0","19,7","23,2","22,5","23,7","32,6","30,6","17,7","14,7","24,0","20,7","33,8","27,1","27,8","26,0","18,3","24,0","19,7","24,1","41,0","29,5","14,0","9,0","8,0",0,"16,3","24,0","28,8","29,1","652,5"
ICA2EL,23:00 - 24:00,"16,8","11,3","14,6","23,8","22,2","18,5","28,6","18,0","8,7","10,7","14,0","16,2","24,2","21,1","20,2","12,7","12,0","22,8","17,5","18,8","16,0","10,5","8,0","11,0","2,3","6,3","17,5","23,5","29,3","476,8"
ICA2EL,Total grupo,"894,0","669,6","1.093,6","1.251,1","1.217,4","1.322,8","1.283,8","884,3","541,9","1.209,2","1.288,0","1.309,5","1.370,8","1.364,8","989,9","673,9","1.359,4","1.792,9","1.812,3","1.927,8","1.771,2","450,6","409,9","462,8","432,9","1.465,8","1.751,1","1.797,6","1.066,4","33.865,0"
Relatório de Fluxo de Hora em Hora por Dia do Mês e UVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endereço: AV. ICARAÍ DEFRONTE A 38 METROS DO Nº 1949, B/C, FAIXA 2 CENTRAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código da Faixa: ICA2FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Período: 01/02/2020 até 29/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipamento,Periodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
ICA2FL,00:00 - 01:00,"87,5","105,6","43,1","37,6","45,3","74,6","69,5","96,8","97,3","52,7","47,8","67,0","66,3","61,0","85,5","88,6","0,3","34,8","48,0","61,1","65,8","63,3","46,3","30,0","35,8","43,5","49,0","49,8","98,0","1.752,0"
ICA2FL,01:00 - 02:00,"64,7","68,5","34,0","30,7","32,7","50,0","49,8","51,0","58,7","40,2","21,7","35,5","29,2","40,8","61,5","74,2",0,"19,5","29,8","34,2","45,5","45,5","42,0","35,2","28,5","24,3","21,0","38,7","63,3","1.170,2"
ICA2FL,02:00 - 03:00,"39,3","34,0","19,0","20,0","22,0","17,3","23,7","39,8","53,2","23,2","9,0","13,7","15,2","12,0","55,0","58,2",0,"13,3","10,5","21,5","19,3","23,7","25,0","15,2","17,0","11,3","10,2","21,3","25,7","668,4"
ICA2FL,03:00 - 04:00,"34,2","51,3","16,0","14,7","12,2","14,0","14,8","30,2","41,2","11,0","12,5","15,7","14,5","15,2","30,3","46,2","1,0","17,0","9,3","17,2","29,2","17,8","15,0","16,0","17,0","13,7","13,8","17,2","33,8","591,7"
ICA2FL,04:00 - 05:00,"19,8","30,8","8,5","7,0","11,5","12,8","12,8","32,7","38,7","8,5","5,7","8,7","8,0","9,3","30,3","35,8",0,"12,5","14,8","16,0","13,2","11,5","15,3","11,5","14,8","9,2","12,0","13,5","22,2","447,4"
ICA2FL,05:00 - 06:00,"18,8","22,3","19,8","23,2","23,3","22,2","19,3","20,8","27,8","17,0","25,8","27,0","21,2","22,8","27,3","24,5","14,2","20,2","16,2","19,2","18,7","21,3","8,8","11,7","7,7","24,7","10,2","23,8","23,3","583,0"
ICA2FL,06:00 - 07:00,"66,5","43,0","99,5","83,2","95,3","85,8","97,3","53,5","49,2","103,8","102,6","90,1","102,0","105,8","50,8","41,3","95,3","106,8","116,8","120,5","115,0","61,7","33,0","53,2","44,8","75,3","97,1","110,3","54,3","2.353,8"
ICA2FL,07:00 - 08:00,"80,3","57,7","189,5","197,6","208,5","217,0","177,3","85,3","71,8","203,5","201,0","217,2","209,8","206,8","90,2","71,7","215,3","275,5","315,1","310,0","312,3","62,8","42,8","63,3","57,5","226,8","314,3","324,5","99,2","5.104,3"
ICA2FL,08:00 - 09:00,"148,5","73,3","222,1","210,3","235,6","236,2","267,8","165,3","88,0","243,0","268,0","243,4","261,5","259,0","126,5","88,0","256,8","282,6","273,3","271,5","260,0","123,3","57,7","88,3","41,0","132,8","269,8","257,5","149,5","5.600,4"
ICA2FL,09:00 - 10:00,"159,5","92,7","259,8","284,0","293,8","271,1","263,8","191,7","93,8","244,6","283,3","276,0","277,0","280,8","216,5","102,8","263,3","285,5","280,3","287,9","261,6","163,8","63,2","101,5","73,7","174,8","262,0","279,6","218,6","6.306,7"
ICA2FL,10:00 - 11:00,"201,8","135,5","240,1","284,1","292,0","274,3","291,1","236,6","133,5","262,0","273,8","276,6","253,1","253,0","231,3","146,8","272,1","282,1","259,6","292,9","249,6","181,7","89,0","143,1","86,7","218,5","258,8","262,3","240,0","6.621,7"
ICA2FL,11:00 - 12:00,"231,8","188,3","234,3","249,9","292,9","296,9","299,9","233,6","182,5","244,9","267,6","258,4","278,1","246,8","267,4","179,3","250,1","269,4","285,2","285,9","293,3","180,3","153,6","147,3","111,6","249,1","278,1","292,3","240,0","6.989,0"
ICA2FL,12:00 - 13:00,"218,5","173,0","224,0","239,3","232,9","252,9","247,3","198,8","162,8","235,3","238,3","268,3","252,1","261,3","251,6","172,8","231,3","273,6","287,1","299,8","289,4","182,5","129,0","134,0","142,1","274,1","305,6","309,3","253,3","6.740,0"
ICA2FL,13:00 - 14:00,"192,3","153,0","240,9","255,8","255,6","281,1","271,6","177,5","155,5","274,3","229,3","274,4","261,1","281,0","219,0","151,5","282,0","360,6","425,5","371,9","308,1","177,8","103,1","130,1","145,1","333,8","384,1","350,6","225,8","7.272,2"
ICA2FL,14:00 - 15:00,"224,8","135,3","251,4","291,6","268,9","271,4","258,9","204,8","145,8","291,8","284,5","259,6","281,6","266,1","214,8","153,3","274,6","283,5","298,1","292,3","296,6","167,3","113,1","163,0","126,6","256,3","326,6","296,6","233,6","6.932,8"
ICA2FL,15:00 - 16:00,"222,3","173,3","265,1","291,9","295,8","270,1","286,8","193,1","158,7","270,3","285,3","260,5","267,5","276,4","239,3","188,8","256,6","263,9","278,1","292,6","239,4","127,3","119,8","143,0","140,8","249,9","269,9","281,8","257,0","6.865,1"
ICA2FL,16:00 - 17:00,"207,8","184,6","266,1","257,4","306,6","312,8","292,6","228,8","164,3","275,8","329,6","288,4","285,6","285,6","212,3","180,5","300,0","279,0","295,5","276,0","253,1",0,"156,1","148,3","151,6","248,6","301,8","296,8","267,3","7.052,8"
ICA2FL,17:00 - 18:00,"229,5","204,5","291,4","289,4","283,3","292,1","282,6","273,6","211,5","294,1","283,3","299,1","262,4","315,3","192,6","186,0","303,6","288,6","297,6","315,1","259,1",0,"149,0","174,1","164,8","269,4","288,3","329,6","273,6","7.303,3"
ICA2FL,18:00 - 19:00,"237,0","225,0","258,3","267,6","286,5","303,1","301,4","221,8","198,0","296,9","274,0","325,9","290,3","299,3","221,3","228,1","287,6","322,0","360,9","329,6","282,8","87,3","153,1","172,1","143,8","291,3","285,5","336,3","227,3","7.513,9"
ICA2FL,19:00 - 20:00,"206,3","240,3","253,1","229,3","235,3","239,1","237,0","176,1","194,5","241,1","214,0","248,8","256,4","227,9","253,3","212,5","206,8","234,8","253,9","236,6","214,8","142,3","165,3","132,3","160,1","221,3","228,6","256,9","253,3","6.371,8"
ICA2FL,20:00 - 21:00,"208,6","226,1","194,3","177,8","186,3","217,4","205,1","183,8","176,3","178,3","185,8","205,8","220,9","183,1","208,6","216,1","178,1","192,1","221,3","217,1","174,1","103,1","120,8","115,1","103,4","161,6","192,9","196,6","220,9","5.371,3"
ICA2FL,21:00 - 22:00,"147,9","147,1","142,9","153,6","169,9","169,6","166,6","136,8","117,3","149,1","176,4","185,9","155,9","166,4","170,2","141,8","150,8","148,3","161,1","165,3","148,9","85,1","84,3","65,5","51,3","130,4","138,1","176,4","162,1","4.165,2"
ICA2FL,22:00 - 23:00,"121,4","108,8","104,3","125,8","143,8","141,1","131,8","112,6","89,8","130,6","128,0","132,5","147,4","129,9","131,0","91,0","114,0","127,7","122,9","145,4","99,4","84,3","63,0","75,1",0,"88,5","99,3","147,5","126,0","3.262,6"
ICA2FL,23:00 - 24:00,"118,6","56,6","74,6","100,8","131,6","118,3","142,4","92,8","62,6","72,1","96,8","92,3","113,0","125,3","121,6","76,1","83,6","96,5","115,1","106,3","81,9","60,0","41,7","63,0","30,7","72,6","87,6","142,9","163,1","2.740,5"
